time,scenario,event_id,severity,affected_node,affected_link,affected_node_position,affected_link_position,src,dst,delay_ms,bandwidth,loss,jitter_ms,queue_delay_ms,bandwidth_util
105,mixed,192,0.6535,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,14.93391,46.10663,0.012186,1.0177,2.87117,0.5826
105,link_congestion,120,0.47732,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,15.51044,46.08822,0.016912,0.89341,2.98547,0.58328
105,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,38.22664,69.99969,0.003035,2.05991,3.04082,0.3788
105,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,40.32649,68.63158,0.000826,2.31162,3.52133,0.41581
105,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,39.74386,69.96977,0.002206,2.46784,3.16827,0.37961
106,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,18.90404,40.22839,0.016982,1.5201,4.97868,0.79808
106,normal,-1,0.0,,,-1,-1,access_0,edge_1,9.35664,51.5439,0.00421,0.41159,0.75312,0.38329
106,mixed,165,0.5728,edge_2,access_1-edge_2,1,0,access_1,edge_2,15.86139,40.79866,0.017905,1.35924,4.06793,0.77718
106,normal,-1,0.0,,,-1,-1,access_1,edge_3,11.50324,51.66467,0.002947,0.50871,0.91521,0.37886
106,mixed,215,0.55537,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,16.93584,39.52759,0.020589,1.04286,4.6039,0.82377
106,link_congestion,90,0.55654,edge_2,edge_1-edge_2,2,1,edge_1,edge_2,17.57369,45.40164,0.020073,1.12968,3.52856,0.60844
106,normal,-1,0.0,,,-1,-1,edge_2,edge_3,10.3484,51.13466,0.0,0.61961,0.86555,0.39829
106,mixed,192,0.6535,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,18.6767,41.32407,0.018469,1.49985,4.67127,0.75792
106,link_congestion,120,0.47732,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,15.8541,45.23771,0.016794,1.10295,3.21473,0.61445
106,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,38.00167,70.01502,0.002114,2.29884,3.01962,0.37838
106,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,39.3905,68.28636,0.001389,2.59762,3.51686,0.42515
106,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,39.62127,68.57435,0.001976,2.5232,3.47263,0.41736
107,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,19.34691,40.23749,0.022963,1.62881,5.09319,0.79775
107,normal,-1,0.0,,,-1,-1,access_0,edge_1,9.16531,50.93263,0.004189,0.46487,0.78085,0.4057
107,mixed,165,0.5728,edge_2,access_1-edge_2,1,0,access_1,edge_2,17.47796,41.71543,0.014925,1.64247,4.2887,0.74357
107,normal,-1,0.0,,,-1,-1,access_1,edge_3,10.20673,51.70606,0.003547,0.43592,0.8088,0.37734
107,mixed,215,0.55537,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,18.36778,39.63474,0.021189,1.58388,4.96936,0.81984
107,link_congestion,90,0.55654,edge_2,edge_1-edge_2,2,1,edge_1,edge_2,18.60948,44.92992,0.021622,0.96206,3.84273,0.62574
107,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,11.06447,49.36772,0.004146,0.89768,1.69076,0.46306
107,mixed,192,0.6535,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,20.37296,39.2792,0.023339,1.61428,5.59948,0.83287
107,link_congestion,120,0.47732,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,16.02681,46.21559,0.017392,1.25999,3.06017,0.57861
107,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,38.07651,69.20577,0.003075,2.20345,3.20064,0.40028
107,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,38.15395,69.17103,0.002853,2.43135,3.21468,0.40122
107,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,38.94142,69.17066,0.001447,2.41355,3.28111,0.40123
108,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,18.66807,40.5616,0.019392,1.16117,4.84129,0.78587
108,normal,-1,0.0,,,-1,-1,access_0,edge_1,9.2081,52.24614,0.00371,0.34826,0.69139,0.35755
108,normal,-1,0.0,,,-1,-1,access_1,edge_2,10.67837,52.18531,0.001087,0.87069,0.80678,0.35978
108,normal,-1,0.0,,,-1,-1,access_1,edge_3,9.59058,52.13698,0.001306,0.78609,0.72817,0.36155
108,mixed,215,0.55537,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,16.96106,41.44838,0.017773,1.3286,4.21666,0.75336
108,link_congestion,90,0.55654,edge_2,edge_1-edge_2,2,1,edge_1,edge_2,17.62292,46.30487,0.020127,1.44077,3.34589,0.57533
108,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,10.73368,49.40384,0.004915,0.59677,1.63552,0.46174
108,mixed,192,0.6535,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,17.84146,41.38297,0.020397,1.55349,4.44965,0.75576
108,link_congestion,120,0.47732,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,16.66317,47.14913,0.016798,1.00789,2.9935,0.54439
108,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,36.20521,71.05639,0.000606,2.1402,2.66265,0.35021
108,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,37.89398,70.3216,0.000745,2.05259,2.94505,0.37009
108,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,39.48161,70.33649,0.001279,2.43772,3.0651,0.36968
109,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,18.43181,38.54089,0.022132,1.70717,5.23057,0.85994
109,normal,-1,0.0,,,-1,-1,access_0,edge_1,7.98529,51.91395,0.002278,0.12537,0.61999,0.36972
109,normal,-1,0.0,,,-1,-1,access_1,edge_2,9.91749,51.4359,0.003064,0.51325,0.80651,0.38725
109,normal,-1,0.0,,,-1,-1,access_1,edge_3,9.64776,50.69439,0.001773,0.76854,0.83965,0.41443
109,mixed,215,0.55537,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,18.78733,39.7163,0.021801,1.45548,5.06433,0.81685
109,link_congestion,90,0.55654,edge_2,edge_1-edge_2,2,1,edge_1,edge_2,16.06668,46.08989,0.018159,1.11843,3.09221,0.58322
109,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,13.34545,47.51312,0.006094,0.84429,2.33872,0.53104
109,mixed,192,0.6535,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,19.9429,39.61656,0.021812,1.50963,5.39989,0.82051
109,link_congestion,120,0.47732,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,17.15514,46.46826,0.017411,1.3665,3.22318,0.56935
109,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,37.39908,69.49968,0.001048,2.07764,3.08124,0.39232
109,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,38.45825,70.23841,0.00256,2.2077,3.00708,0.37234
109,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,37.44856,71.00049,0.001228,1.66865,2.76598,0.35172
110,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,18.93005,41.30398,0.021369,1.50214,4.73923,0.75865
110,normal,-1,0.0,,,-1,-1,access_0,edge_1,9.23229,51.96547,0.0,0.29727,0.71315,0.36783
110,normal,-1,0.0,,,-1,-1,access_1,edge_2,9.91518,52.21578,0.001037,0.79793,0.7468,0.35866
110,normal,-1,0.0,,,-1,-1,access_1,edge_3,9.15384,52.00231,0.002461,0.3691,0.7045,0.36648
110,mixed,215,0.55537,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,16.48747,41.00261,0.017878,1.45782,4.18783,0.7697
110,link_congestion,90,0.55654,edge_2,edge_1-edge_2,2,1,edge_1,edge_2,17.00261,46.12768,0.012569,1.08643,3.26457,0.58183
110,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,11.75341,48.44772,0.006641,0.66532,1.92684,0.49678
110,mixed,192,0.6535,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,16.84295,42.77909,0.020537,1.25286,3.91617,0.70458
110,link_congestion,120,0.47732,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,17.13131,44.86528,0.017318,1.12887,3.55089,0.62811
110,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,37.79362,69.94986,0.002499,2.01853,3.01708,0.38014
110,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,38.42939,70.67244,0.001318,2.46754,2.91006,0.36059
110,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,38.73517,69.41562,0.000344,2.32123,3.20982,0.3946
111,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,15.87902,42.47771,0.017868,1.14759,3.74994,0.71563
111,normal,-1,0.0,,,-1,-1,access_0,edge_1,8.21078,52.49329,0.004019,0.46584,0.60088,0.34849
111,normal,-1,0.0,,,-1,-1,access_1,edge_2,8.65431,51.74426,0.000884,0.61079,0.68324,0.37594
111,normal,-1,0.0,,,-1,-1,access_1,edge_3,10.20246,52.81129,0.003468,0.52271,0.72166,0.33683
111,link_congestion,83,0.4792,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,15.76422,47.40345,0.013044,1.06933,2.78351,0.53506
111,link_congestion,90,0.55654,edge_2,edge_1-edge_2,2,1,edge_1,edge_2,14.69746,46.45528,0.014018,1.05694,2.76373,0.56982
111,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,14.62287,48.14523,0.006238,0.95403,2.45076,0.50787
111,mixed,192,0.6535,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,19.56106,40.14008,0.02133,1.61315,5.17262,0.80132
111,link_congestion,120,0.47732,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,15.29638,47.07433,0.015224,1.17828,2.7618,0.54713
111,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,38.24288,70.43643,0.001118,2.52384,2.94721,0.36698
111,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,37.42834,70.59125,0.00259,2.21903,2.85152,0.36279
111,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,38.52799,69.86905,0.006848,2.23946,3.09339,0.38233
112,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,18.41925,40.93131,0.021284,1.44804,4.69439,0.77231
112,normal,-1,0.0,,,-1,-1,access_0,edge_1,10.88514,52.3799,0.003515,0.61268,0.8061,0.35264
112,normal,-1,0.0,,,-1,-1,access_1,edge_2,10.12188,52.28783,0.002097,0.76278,0.75675,0.35602
112,normal,-1,0.0,,,-1,-1,access_1,edge_3,10.17293,52.9762,4.8e-05,0.45463,0.70666,0.33078
112,link_congestion,83,0.4792,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,14.96231,46.36771,0.019587,1.34715,2.82938,0.57303
112,normal,-1,0.0,,,-1,-1,edge_1,edge_2,8.98976,51.83445,0.001024,0.49742,0.70348,0.37264
112,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,13.60884,48.42138,0.006915,0.98104,2.23536,0.49775
112,mixed,192,0.6535,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,18.09107,40.89978,0.0201,1.49491,4.61765,0.77347
112,link_congestion,120,0.47732,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,16.24002,48.54294,0.012759,1.02472,2.64367,0.49329
112,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,37.44776,70.98934,0.000154,2.40105,2.7683,0.35202
112,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,39.58756,71.08514,0.002101,2.64433,2.90493,0.34943
112,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,38.03569,70.59933,0.000627,2.16226,2.89604,0.36257
113,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,17.265,40.42905,0.02023,1.34075,4.50511,0.79072
113,mixed,145,0.40176,edge_1,access_0-edge_1,1,0,access_0,edge_1,12.51028,48.20058,0.008823,0.95125,2.08832,0.50584
113,normal,-1,0.0,,,-1,-1,access_1,edge_2,9.4692,52.76486,0.003543,0.3793,0.67318,0.33853
113,normal,-1,0.0,,,-1,-1,access_1,edge_3,8.58219,51.40047,0.002671,0.22752,0.70026,0.38855
113,link_congestion,83,0.4792,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,16.31126,45.61758,0.019152,1.38626,3.23247,0.60053
113,normal,-1,0.0,,,-1,-1,edge_1,edge_2,10.60936,52.55659,0.0,0.48777,0.77125,0.34617
113,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,12.40756,50.70053,0.004923,0.53128,1.69595,0.4142
113,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,13.13362,47.28629,0.010971,0.79705,2.33763,0.53936
113,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,15.9258,39.6001,0.019865,1.12874,4.31536,0.82111
113,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,39.34406,70.14266,0.002796,1.96172,3.09775,0.37493
113,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,37.71187,69.84676,0.002918,2.22775,3.03264,0.38293
113,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,38.53825,70.69473,0.001975,2.12426,2.91342,0.35999
114,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,18.99879,41.09137,0.020886,1.39805,4.80531,0.76645
114,mixed,145,0.40176,edge_1,access_0-edge_1,1,0,access_0,edge_1,14.17279,45.71484,0.00987,1.08769,2.79201,0.59696
114,normal,-1,0.0,,,-1,-1,access_1,edge_2,11.5342,52.48123,0.0,0.89125,0.84517,0.34893
114,normal,-1,0.0,,,-1,-1,access_1,edge_3,9.13157,51.90369,0.002,0.38041,0.70971,0.3701
114,link_congestion,83,0.4792,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,15.60166,45.85443,0.012863,0.98999,3.04715,0.59185
114,normal,-1,0.0,,,-1,-1,edge_1,edge_2,10.56808,52.24969,0.002017,0.94237,0.79321,0.35742
114,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,11.9551,50.22204,0.004833,0.71053,1.70331,0.43174
114,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,13.72195,48.04758,0.010453,1.03485,2.31598,0.51145
114,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,15.89361,41.93582,0.018995,1.36028,3.85757,0.73549
114,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,38.39284,70.60639,0.000929,2.23796,2.9217,0.36238
114,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,38.9061,69.73395,0.002823,2.4168,3.15362,0.38599
114,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,39.25765,69.67223,0.001722,2.41036,3.19588,0.38766
115,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,18.26516,42.33137,0.019966,1.57533,4.34577,0.72099
115,mixed,145,0.40176,edge_1,access_0-edge_1,1,0,access_0,edge_1,15.08427,42.06564,0.015285,0.93652,3.63744,0.73073
115,normal,-1,0.0,,,-1,-1,access_1,edge_2,10.83959,52.08113,0.00449,0.66032,0.82766,0.36359
115,normal,-1,0.0,,,-1,-1,access_1,edge_3,8.90841,52.28465,0.000615,0.86683,0.66624,0.35613
115,link_congestion,83,0.4792,edge_0,edge_0-edge_1,3,2,edge_0,edge_1,13.62084,48.17754,0.011216,0.82685,2.2775,0.50669
115,normal,-1,0.0,,,-1,-1,edge_1,edge_2,9.24612,51.92645,0.0,0.63953,0.717,0.36927
115,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,10.85263,49.85122,0.002377,0.83198,1.59491,0.44534
115,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,16.85955,47.62969,0.012873,1.1632,2.93077,0.52677
115,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,16.05305,41.29928,0.016259,1.1401,4.01988,0.75882
115,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,37.06802,71.03137,0.00225,2.16489,2.73137,0.35088
115,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,37.29132,71.34479,0.000565,2.08722,2.68142,0.3424
115,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,37.21169,71.72238,0.0,1.91589,2.59586,0.33219
116,mixed,161,0.58931,edge_0,access_0-edge_0,1,0,access_0,edge_0,15.06561,43.33432,0.01664,1.27534,3.40173,0.68423
116,mixed,145,0.40176,edge_1,access_0-edge_1,1,0,access_0,edge_1,16.37861,42.09607,0.014769,1.23557,3.94353,0.72962
116,normal,-1,0.0,,,-1,-1,access_1,edge_2,9.90495,51.35528,0.0,0.37337,0.81164,0.3902
116,normal,-1,0.0,,,-1,-1,access_1,edge_3,9.12347,52.17757,0.002348,0.4081,0.68985,0.36006
116,normal,-1,0.0,,,-1,-1,edge_0,edge_1,9.18624,52.07264,0.000957,0.61566,0.70202,0.36391
116,normal,-1,0.0,,,-1,-1,edge_1,edge_2,8.37433,52.01435,0.001746,0.41915,0.64373,0.36604
116,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,11.34541,49.68045,0.008759,0.26727,1.69077,0.4516
116,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,14.35687,45.68722,0.013048,1.03342,2.83307,0.59798
116,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,17.43209,41.30695,0.017959,1.53387,4.36359,0.75854
116,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,39.05711,69.65666,0.002419,2.12363,3.18301,0.38808
116,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,38.7673,70.14536,0.0,1.95597,3.05174,0.37485
116,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,36.03267,70.89555,0.003176,1.98759,2.68289,0.35456
117,normal,-1,0.0,,,-1,-1,access_0,edge_0,10.83366,51.46954,0.003141,0.58495,0.87821,0.38601
117,mixed,145,0.40176,edge_1,access_0-edge_1,1,0,access_0,edge_1,16.1872,42.33356,0.014649,1.40667,3.85094,0.72091
117,normal,-1,0.0,,,-1,-1,access_1,edge_2,9.11318,53.00947,0.0,0.58639,0.63071,0.32956
117,normal,-1,0.0,,,-1,-1,access_1,edge_3,10.32716,51.34376,0.0,0.83517,0.84715,0.39062
117,normal,-1,0.0,,,-1,-1,edge_0,edge_1,9.9048,51.31875,0.003303,0.54285,0.81441,0.39154
117,normal,-1,0.0,,,-1,-1,edge_1,edge_2,10.02396,51.99399,0.003558,0.7578,0.7721,0.36679
117,node_overload,80,0.54702,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,11.97294,48.73207,0.004119,0.8793,1.92165,0.48636
117,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,15.918,45.41248,0.016041,1.28691,3.19403,0.60805
117,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,15.53281,42.22843,0.01494,1.07143,3.71502,0.72476
117,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,37.95917,69.55624,0.001894,1.98755,3.11519,0.39079
117,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,37.41381,69.92969,0.000905,2.11046,2.99105,0.38069
117,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,37.60593,69.37455,0.000536,2.11603,3.12502,0.39571
118,mixed,153,0.45771,edge_0,access_0-edge_0,1,0,access_0,edge_0,13.63035,46.9234,0.008966,1.01583,2.48588,0.55266
118,link_congestion,133,0.50636,edge_1,access_0-edge_1,1,0,access_0,edge_1,12.78685,48.4207,0.011942,0.56687,2.10044,0.49778
118,normal,-1,0.0,,,-1,-1,access_1,edge_2,10.6284,52.23207,0.004434,0.88087,0.79918,0.35806
118,normal,-1,0.0,,,-1,-1,access_1,edge_3,9.80895,51.79042,0.003968,0.45777,0.77091,0.37425
118,normal,-1,0.0,,,-1,-1,edge_0,edge_1,9.91947,51.08713,0.0,0.42531,0.8333,0.40003
118,normal,-1,0.0,,,-1,-1,edge_1,edge_2,9.34837,52.3587,0.005124,0.67179,0.69382,0.35342
118,node_overload,44,0.57524,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,10.74902,50.89619,0.006994,0.79465,1.44381,0.40703
118,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,17.83687,44.71017,0.018751,1.3613,3.7306,0.63379
118,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,16.81825,42.77766,0.016334,1.59192,3.91072,0.70463
118,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,37.04018,70.99281,0.003483,2.2595,2.73744,0.35193
118,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,37.67841,70.99992,0.001233,2.12653,2.78308,0.35173
118,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,37.70114,71.04844,0.002017,2.00542,2.77437,0.35042
119,mixed,153,0.45771,edge_0,access_0-edge_0,1,0,access_0,edge_0,15.01623,44.76571,0.010074,0.74607,3.13057,0.63176
119,link_congestion,133,0.50636,edge_1,access_0-edge_1,1,0,access_0,edge_1,13.47206,48.91346,0.010646,1.00292,2.13269,0.47971
119,normal,-1,0.0,,,-1,-1,access_1,edge_2,9.14397,51.64873,0.000589,0.37148,0.72862,0.37945
119,normal,-1,0.0,,,-1,-1,access_1,edge_3,11.03157,51.68133,0.0,0.69086,0.87627,0.37825
119,normal,-1,0.0,,,-1,-1,edge_0,edge_1,10.0703,51.55836,0.002637,0.71364,0.80944,0.38276
119,normal,-1,0.0,,,-1,-1,edge_1,edge_2,9.3272,52.39789,9.6e-05,0.24939,0.68943,0.35198
119,node_overload,44,0.57524,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,10.45904,50.25978,0.007417,0.46348,1.48538,0.43036
119,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,17.66853,45.10822,0.020596,1.29105,3.61032,0.6192
119,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,16.7224,43.12939,0.013735,1.27918,3.81728,0.69174
119,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,38.9493,69.90634,0.001957,2.09337,3.11897,0.38132
119,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,39.61739,68.72043,0.0,2.35724,3.43941,0.41341
119,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,38.80052,70.10873,0.005744,1.88743,3.06243,0.37585
120,mixed,153,0.45771,edge_0,access_0-edge_0,1,0,access_0,edge_0,15.00274,44.39508,0.011379,1.15492,3.19502,0.64534
120,link_congestion,133,0.50636,edge_1,access_0-edge_1,1,0,access_0,edge_1,13.08892,46.76911,0.009226,1.16154,2.41156,0.55832
120,normal,-1,0.0,,,-1,-1,access_1,edge_2,10.55443,52.18065,0.001374,0.5094,0.7978,0.35995
120,normal,-1,0.0,,,-1,-1,access_1,edge_3,11.79843,52.02585,0.002592,0.38869,0.90589,0.36562
120,normal,-1,0.0,,,-1,-1,edge_0,edge_1,10.42035,51.58118,0.001829,0.88659,0.83575,0.38192
120,normal,-1,0.0,,,-1,-1,edge_1,edge_2,9.28781,51.43944,0.002346,0.63714,0.75505,0.38712
120,node_overload,44,0.57524,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,10.77461,49.22859,0.004746,0.50097,1.6646,0.46816
120,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,15.66155,45.95308,0.018388,1.25223,3.04016,0.58823
120,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,18.19864,41.73202,0.015648,1.47524,4.46189,0.74296
120,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,39.21691,69.67181,0.001563,2.07464,3.19266,0.38767
120,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,37.40494,69.92043,0.001973,1.58664,2.9923,0.38094
120,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,35.38507,70.71604,0.002211,1.92054,2.67076,0.35941
121,mixed,153,0.45771,edge_0,access_0-edge_0,1,0,access_0,edge_0,16.23804,41.6453,0.017738,1.14445,3.99823,0.74614
121,link_congestion,133,0.50636,edge_1,access_0-edge_1,1,0,access_0,edge_1,14.86033,48.28362,0.012933,0.92427,2.46568,0.5028
121,normal,-1,0.0,,,-1,-1,access_1,edge_2,8.70299,51.13502,0.001895,0.57752,0.7279,0.39828
121,normal,-1,0.0,,,-1,-1,access_1,edge_3,10.30581,51.18017,0.002148,0.59947,0.85838,0.39662
121,normal,-1,0.0,,,-1,-1,edge_0,edge_1,9.30817,51.62662,0.000835,0.50021,0.74329,0.38026
121,normal,-1,0.0,,,-1,-1,edge_1,edge_2,11.63031,51.86955,0.00047,0.68331,0.90697,0.37135
121,node_overload,44,0.57524,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,13.93711,47.83199,0.011333,0.99978,2.38864,0.51936
121,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,16.92245,45.82064,0.016082,1.34694,3.31203,0.59309
121,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,15.93606,42.81591,0.013957,1.21502,3.69821,0.70323
121,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,36.69193,70.08357,0.001352,2.28589,2.90125,0.37653
121,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,39.8335,69.25753,0.0,2.59865,3.33662,0.39888
121,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,38.21607,70.52405,0.0,2.32673,2.92612,0.36461
122,mixed,153,0.45771,edge_0,access_0-edge_0,1,0,access_0,edge_0,16.50909,40.93741,0.017986,1.37124,4.20634,0.77209
122,link_congestion,133,0.50636,edge_1,access_0-edge_1,1,0,access_0,edge_1,13.12065,47.18544,0.01111,0.72976,2.35133,0.54306
122,node_overload,50,0.5136,edge_2,access_1-edge_2,1,0,access_1,edge_2,12.26473,49.20776,0.006312,0.55806,1.8979,0.46892
122,normal,-1,0.0,,,-1,-1,access_1,edge_3,10.87417,51.74138,0.004252,1.07435,0.85874,0.37605
122,normal,-1,0.0,,,-1,-1,edge_0,edge_1,10.76586,50.90648,0.003502,0.46907,0.91938,0.40665
122,normal,-1,0.0,,,-1,-1,edge_1,edge_2,7.54952,51.33217,0.003301,0.3311,0.61997,0.39105
122,node_overload,44,0.57524,edge_3,edge_2-edge_3,3,2,edge_2,edge_3,13.18612,48.73745,0.007052,0.69577,2.1155,0.48616
122,link_congestion,132,0.5081,edge_4,edge_3-edge_4,4,3,edge_3,edge_4,16.99237,46.36697,0.017055,1.16647,3.21341,0.57306
122,mixed,160,0.45424,edge_4,edge_4-edge_0,4,3,edge_4,edge_0,18.13361,40.73441,0.015636,1.61605,4.66478,0.77953
122,normal,-1,0.0,,,-1,-1,edge_0,cloud_0,39.66668,69.32621,0.001979,2.58555,3.30716,0.39702
122,normal,-1,0.0,,,-1,-1,edge_2,cloud_0,38.77535,69.81948,4.1e-05,2.41055,3.12417,0.38367
122,normal,-1,0.0,,,-1,-1,edge_4,cloud_0,37.87808,69.82261,0.000956,1.98677,3.05121,0.38359
123,mixed,153,0.45771,edge_0,access_0-edge_0,1,0,access_0,edge_0,17.54878,40.91394,0.018574,1.49,4.47623,0.77295
123,link_congestion,133,0.50636,edge_1,access_0-edge_1,1,0,access_0,edge_1,15.29179,45.97461,0.015115,0.98894,2.9644,0.58744
