time,service_id,user_id,service_type,request_rate,response_time,base_response_time,dependency_count,current_edge,cloud_node,last_violation
118,1,1,reliability,47.8949,201.02013,59.4033,2,edge_0,cloud_0,1
118,2,2,cost,58.7305,226.27452,73.9758,3,edge_2,cloud_0,1
119,0,0,latency,35.1164,164.81127,35.5682,1,edge_3,cloud_0,1
119,1,1,reliability,45.3758,201.38664,59.3715,2,edge_0,cloud_0,1
119,2,2,cost,57.6874,225.75202,71.9554,3,edge_2,cloud_0,1
120,0,0,latency,34.2231,175.65473,40.256,1,edge_3,cloud_0,1
120,1,1,reliability,43.5004,192.21243,55.0067,2,edge_0,cloud_0,1
120,2,2,cost,55.6117,224.4631,76.9224,3,edge_2,cloud_0,1
121,0,0,latency,33.5411,173.16312,39.5346,1,edge_3,cloud_0,1
121,1,1,reliability,43.1113,189.66137,55.7609,2,edge_0,cloud_0,1
121,2,2,cost,55.0901,218.72889,74.1165,3,edge_2,cloud_0,1
122,0,0,latency,32.7859,167.66566,37.6247,1,edge_3,cloud_0,1
122,1,1,reliability,42.9667,196.24737,58.3162,2,edge_0,cloud_0,1
122,2,2,cost,53.7636,221.13929,75.614,3,edge_2,cloud_0,1
123,0,0,latency,30.1164,163.88009,33.5055,1,edge_3,cloud_0,1
123,1,1,reliability,42.3105,188.8199,60.3755,2,edge_0,cloud_0,1
123,2,2,cost,50.7894,218.39479,70.2803,3,edge_2,cloud_0,1
124,0,0,latency,30.6062,168.22771,39.8617,1,edge_3,cloud_0,1
124,1,1,reliability,41.7773,189.24218,59.0326,2,edge_0,cloud_0,1
124,2,2,cost,49.8541,210.75824,72.2137,3,edge_2,cloud_0,1
125,0,0,latency,29.7154,167.83959,37.4015,1,edge_3,cloud_0,1
125,1,1,reliability,38.4427,186.13875,62.0975,2,edge_0,cloud_0,1
125,2,2,cost,50.2313,219.55987,76.2721,3,edge_2,cloud_0,1
126,0,0,latency,28.2275,172.42998,39.71,1,edge_3,cloud_0,1
126,1,1,reliability,38.7858,187.86593,58.8851,2,edge_0,cloud_0,1
126,2,2,cost,48.5837,215.40167,75.2707,3,edge_2,cloud_0,1
127,0,0,latency,28.9054,167.22932,39.2738,1,edge_3,cloud_0,1
127,1,1,reliability,37.6867,184.69304,54.4328,2,edge_0,cloud_0,1
127,2,2,cost,46.5817,215.78859,72.8876,3,edge_2,cloud_0,1
128,0,0,latency,26.7411,165.00059,41.3636,1,edge_3,cloud_0,1
128,1,1,reliability,38.0726,188.28298,60.7184,2,edge_0,cloud_0,1
128,2,2,cost,45.8181,208.5807,76.7013,3,edge_2,cloud_0,1
129,0,0,latency,27.338,168.79818,38.4056,1,edge_3,cloud_0,1
129,1,1,reliability,35.2378,178.19033,58.794,2,edge_0,cloud_0,1
129,2,2,cost,44.945,198.04653,71.3947,3,edge_2,cloud_0,1
130,0,0,latency,26.9702,168.00808,37.8405,1,edge_3,cloud_0,1
130,1,1,reliability,37.1313,190.36525,59.7884,2,edge_0,cloud_0,1
130,2,2,cost,44.3846,208.03937,74.4976,3,edge_2,cloud_0,1
131,0,0,latency,26.8539,160.9916,37.5942,1,edge_3,cloud_0,1
131,1,1,reliability,34.5729,168.21707,57.6979,2,edge_0,cloud_0,1
131,2,2,cost,43.4622,198.54361,71.4994,3,edge_2,cloud_0,1
132,0,0,latency,27.163,165.46587,38.7825,1,edge_3,cloud_0,1
132,1,1,reliability,33.9241,177.17657,57.7546,2,edge_0,cloud_0,1
132,2,2,cost,44.7496,207.16576,76.1184,3,edge_2,cloud_0,1
133,0,0,latency,27.6392,171.32577,38.0778,1,edge_3,cloud_0,1
133,1,1,reliability,34.7628,181.8862,55.8326,2,edge_0,cloud_0,1
133,2,2,cost,44.3347,196.90099,74.7586,3,edge_2,cloud_0,1
134,0,0,latency,28.041,166.21258,40.2,1,edge_3,cloud_0,1
134,1,1,reliability,35.5875,167.07199,55.5116,2,edge_0,cloud_0,1
134,2,2,cost,44.1201,187.93213,74.4345,3,edge_2,cloud_0,1
135,0,0,latency,27.1667,164.03336,36.8442,1,edge_3,cloud_0,1
135,1,1,reliability,36.3148,174.59646,56.9921,2,edge_0,cloud_0,1
135,2,2,cost,44.3942,202.47373,74.6229,3,edge_2,cloud_0,1
136,0,0,latency,27.4434,167.32185,38.4882,1,edge_3,cloud_0,1
136,1,1,reliability,36.908,170.05582,55.7211,2,edge_0,cloud_0,1
136,2,2,cost,45.2289,198.59629,76.8756,3,edge_2,cloud_0,1
137,0,0,latency,27.3837,150.61078,33.7667,1,edge_3,cloud_0,1
137,1,1,reliability,35.9246,164.18825,58.0582,2,edge_0,cloud_0,1
137,2,2,cost,46.5395,189.47195,73.7648,3,edge_2,cloud_0,1
138,0,0,latency,29.9355,153.06078,32.6543,1,edge_3,cloud_0,1
138,1,1,reliability,38.5908,165.71192,61.1229,2,edge_0,cloud_0,1
138,2,2,cost,46.6818,195.93551,73.2404,3,edge_2,cloud_0,1
139,0,0,latency,29.104,146.71909,36.2113,1,edge_3,cloud_0,1
139,1,1,reliability,38.9937,164.52122,60.855,2,edge_0,cloud_0,1
139,2,2,cost,50.2731,185.576,73.3281,3,edge_2,cloud_0,1
140,0,0,latency,32.051,138.51327,38.0712,1,edge_4,cloud_0,1
140,1,1,reliability,41.7422,183.20273,57.8134,2,edge_1,cloud_0,1
140,2,2,cost,50.2563,201.55069,74.7309,3,edge_3,cloud_0,1
141,0,0,latency,33.9554,137.88463,39.7026,1,edge_4,cloud_0,1
141,1,1,reliability,40.9433,180.88035,59.938,2,edge_1,cloud_0,1
141,2,2,cost,51.3164,194.94301,73.0205,3,edge_3,cloud_0,1
142,0,0,latency,33.0738,140.5657,38.0622,1,edge_4,cloud_0,1
142,1,1,reliability,42.967,188.66498,58.028,2,edge_1,cloud_0,1
142,2,2,cost,53.4107,214.79806,74.8499,3,edge_3,cloud_0,1
143,0,0,latency,31.7655,141.73757,39.3331,1,edge_4,cloud_0,1
143,1,1,reliability,43.2378,167.49905,55.1154,2,edge_1,cloud_0,1
143,2,2,cost,54.6851,211.19584,74.168,3,edge_3,cloud_0,1
144,0,0,latency,33.7452,137.73706,39.6621,1,edge_4,cloud_0,1
144,1,1,reliability,44.2513,176.13786,57.1861,2,edge_1,cloud_0,1
144,2,2,cost,55.8821,210.17911,73.9068,3,edge_3,cloud_0,1
145,0,0,latency,14.6251,82.49616,35.9842,1,edge_4,cloud_0,1
145,1,1,reliability,19.6107,110.69089,58.126,2,edge_1,cloud_0,1
145,2,2,cost,22.1469,119.47397,70.0828,3,edge_3,cloud_0,1
146,0,0,latency,14.7873,84.94793,37.5581,1,edge_4,cloud_0,0
146,1,1,reliability,19.4707,107.8683,57.944,2,edge_1,cloud_0,0
146,2,2,cost,24.4901,130.94961,75.8953,3,edge_3,cloud_0,0
147,0,0,latency,14.2898,84.4887,35.6561,1,edge_4,cloud_0,0
147,1,1,reliability,19.1829,108.54861,58.5778,2,edge_1,cloud_0,0
147,2,2,cost,25.9323,126.07744,73.1373,3,edge_3,cloud_0,0
148,0,0,latency,13.5386,83.83991,34.592,1,edge_4,cloud_0,0
148,1,1,reliability,19.8686,108.29477,56.8845,2,edge_1,cloud_0,0
148,2,2,cost,25.2033,122.08312,74.0772,3,edge_3,cloud_0,0
149,0,0,latency,15.6256,84.49354,40.0987,1,edge_4,cloud_0,0
149,1,1,reliability,20.4368,105.49513,56.2754,2,edge_1,cloud_0,0
149,2,2,cost,26.4634,126.54634,70.9287,3,edge_3,cloud_0,0
150,0,0,latency,16.4896,89.73799,38.2051,1,edge_4,cloud_0,0
150,1,1,reliability,21.26,111.1919,61.1766,2,edge_1,cloud_0,0
150,2,2,cost,26.0802,131.60131,78.1206,3,edge_3,cloud_0,0
151,0,0,latency,16.2632,85.13096,35.446,1,edge_4,cloud_0,0
151,1,1,reliability,21.7849,104.14254,55.8475,2,edge_1,cloud_0,0
151,2,2,cost,26.413,127.56953,74.7941,3,edge_3,cloud_0,0
152,0,0,latency,17.1118,82.64216,36.7557,1,edge_4,cloud_0,0
152,1,1,reliability,22.8146,115.18154,60.315,2,edge_1,cloud_0,0
152,2,2,cost,28.5311,132.60063,75.0588,3,edge_3,cloud_0,0
153,0,0,latency,17.9363,86.94073,34.2384,1,edge_4,cloud_0,0
153,1,1,reliability,22.0059,107.21549,56.266,2,edge_1,cloud_0,0
153,2,2,cost,27.7702,126.98476,72.8571,3,edge_3,cloud_0,0
154,0,0,latency,16.8421,87.15268,41.7643,1,edge_4,cloud_0,0
154,1,1,reliability,22.2955,111.78337,58.8276,2,edge_1,cloud_0,0
154,2,2,cost,27.7018,130.69186,74.1514,3,edge_3,cloud_0,0
155,0,0,latency,17.0585,80.59642,38.8966,1,edge_4,cloud_0,0
155,1,1,reliability,23.4674,112.28342,61.2948,2,edge_1,cloud_0,0
155,2,2,cost,28.2644,129.90269,75.1791,3,edge_3,cloud_0,0
156,0,0,latency,16.1593,79.7884,37.8242,1,edge_4,cloud_0,0
156,1,1,reliability,23.3222,109.09521,59.7319,2,edge_1,cloud_0,0
156,2,2,cost,28.2293,132.07251,75.7728,3,edge_3,cloud_0,0
157,0,0,latency,17.4463,89.79185,40.4006,1,edge_4,cloud_0,0
157,1,1,reliability,22.7667,108.17177,57.2886,2,edge_1,cloud_0,0
157,2,2,cost,28.2854,125.26068,68.1388,3,edge_3,cloud_0,0
158,0,0,latency,17.2814,81.0232,30.7032,1,edge_4,cloud_0,0
158,1,1,reliability,21.0525,108.76716,58.9035,2,edge_1,cloud_0,0
158,2,2,cost,28.2696,127.13819,71.6751,3,edge_3,cloud_0,0
159,0,0,latency,16.2759,83.86576,40.7411,1,edge_4,cloud_0,0
159,1,1,reliability,21.873,116.78148,62.4858,2,edge_1,cloud_0,0
159,2,2,cost,27.6733,131.24993,74.8161,3,edge_3,cloud_0,0
160,0,0,latency,17.9609,85.81311,38.2621,1,edge_4,cloud_0,0
160,1,1,reliability,21.2228,106.32346,57.7805,2,edge_1,cloud_0,0
160,2,2,cost,27.3536,129.25067,71.2705,3,edge_3,cloud_0,0
161,0,0,latency,16.2389,84.87021,36.5156,1,edge_4,cloud_0,0
161,1,1,reliability,22.4684,108.87916,58.0692,2,edge_1,cloud_0,0
161,2,2,cost,26.7881,126.78773,73.7876,3,edge_3,cloud_0,0
162,0,0,latency,16.3564,80.64243,39.2336,1,edge_4,cloud_0,0
162,1,1,reliability,20.5782,108.04948,55.9168,2,edge_1,cloud_0,0
162,2,2,cost,27.4617,130.5203,73.1753,3,edge_3,cloud_0,0
163,0,0,latency,14.7415,86.92373,38.8876,1,edge_4,cloud_0,0
163,1,1,reliability,21.3484,103.89497,54.9386,2,edge_1,cloud_0,0
163,2,2,cost,26.2639,129.48483,75.4712,3,edge_3,cloud_0,0
164,0,0,latency,15.8395,85.77982,39.264,1,edge_4,cloud_0,0
164,1,1,reliability,19.4116,111.65355,58.6621,2,edge_1,cloud_0,0
164,2,2,cost,25.2879,125.68482,73.0344,3,edge_3,cloud_0,0
165,0,0,latency,28.777,138.10626,40.9585,1,edge_4,cloud_0,0
165,1,1,reliability,38.5419,176.53682,60.6296,2,edge_1,cloud_0,0
165,2,2,cost,46.0445,194.63946,74.7054,3,edge_3,cloud_0,0
166,0,0,latency,27.9882,144.45238,38.2424,1,edge_4,cloud_0,1
166,1,1,reliability,36.2784,188.27911,59.6475,2,edge_1,cloud_0,1
166,2,2,cost,44.9254,200.08587,72.5414,3,edge_3,cloud_0,0
167,0,0,latency,26.3122,138.12377,39.2678,1,edge_4,cloud_0,1
167,1,1,reliability,35.2102,185.06995,58.6804,2,edge_1,cloud_0,1
167,2,2,cost,44.3079,207.60038,73.2503,3,edge_3,cloud_0,1
168,0,0,latency,26.505,141.29174,38.7577,1,edge_4,cloud_0,1
168,1,1,reliability,33.2371,188.66206,60.8846,2,edge_1,cloud_0,1
168,2,2,cost,42.1494,207.22941,70.6898,3,edge_3,cloud_0,1
169,0,0,latency,24.3202,142.89994,35.9579,1,edge_4,cloud_0,1
169,1,1,reliability,33.2839,172.49956,57.4523,2,edge_1,cloud_0,1
169,2,2,cost,41.0587,202.31997,75.2394,3,edge_3,cloud_0,1
170,0,0,latency,24.6971,140.4916,38.6321,1,edge_4,cloud_0,1
170,1,1,reliability,32.6041,183.03607,59.2323,2,edge_1,cloud_0,1
170,2,2,cost,38.4408,198.49655,73.2711,3,edge_3,cloud_0,1
171,0,0,latency,21.9753,142.31276,38.0721,1,edge_4,cloud_0,1
171,1,1,reliability,31.3399,176.44811,60.0911,2,edge_1,cloud_0,1
171,2,2,cost,39.9178,192.70544,74.4056,3,edge_3,cloud_0,0
172,0,0,latency,22.6507,144.20785,38.9703,1,edge_4,cloud_0,1
172,1,1,reliability,30.0379,183.71872,57.9972,2,edge_1,cloud_0,1
172,2,2,cost,38.6584,205.57326,72.8845,3,edge_3,cloud_0,0
173,0,0,latency,23.0758,139.83734,39.3548,1,edge_4,cloud_0,1
173,1,1,reliability,28.8775,181.52624,59.9478,2,edge_1,cloud_0,1
173,2,2,cost,37.4102,202.87234,74.2039,3,edge_3,cloud_0,1
174,0,0,latency,21.261,135.81628,36.2816,1,edge_4,cloud_0,1
174,1,1,reliability,28.4707,188.75711,59.0852,2,edge_1,cloud_0,1
174,2,2,cost,35.1663,201.35471,74.875,3,edge_3,cloud_0,1
175,0,0,latency,20.3861,139.00364,37.5919,1,edge_0,cloud_0,1
175,1,1,reliability,28.3392,163.11547,62.8903,2,edge_2,cloud_0,1
175,2,2,cost,34.0216,190.82682,76.944,3,edge_4,cloud_0,1
176,0,0,latency,21.0853,141.30609,38.8223,1,edge_0,cloud_0,1
176,1,1,reliability,27.7989,162.7588,58.8895,2,edge_2,cloud_0,1
176,2,2,cost,34.3202,195.94064,76.9081,3,edge_4,cloud_0,0
177,0,0,latency,20.2706,133.40726,40.2645,1,edge_0,cloud_0,1
177,1,1,reliability,26.7532,161.03293,57.8795,2,edge_2,cloud_0,1
177,2,2,cost,33.044,170.65951,74.91,3,edge_4,cloud_0,0
178,0,0,latency,12.181,92.90592,37.8453,1,edge_0,cloud_0,1
178,1,1,reliability,14.4112,113.35586,55.7708,2,edge_2,cloud_0,1
178,2,2,cost,17.929,131.77251,70.8144,3,edge_4,cloud_0,0
179,0,0,latency,10.216,90.2251,38.4536,1,edge_0,cloud_0,0
179,1,1,reliability,15.52,117.26115,63.6184,2,edge_2,cloud_0,0
179,2,2,cost,17.514,130.10895,76.8706,3,edge_4,cloud_0,0
180,0,0,latency,11.115,79.99724,37.6975,1,edge_0,cloud_0,0
180,1,1,reliability,14.7761,106.26216,58.1238,2,edge_2,cloud_0,0
180,2,2,cost,18.0283,120.17123,73.1833,3,edge_4,cloud_0,0
181,0,0,latency,9.8279,91.63553,34.9127,1,edge_0,cloud_0,0
181,1,1,reliability,14.9874,109.79089,57.4466,2,edge_2,cloud_0,0
181,2,2,cost,17.5064,128.67809,74.017,3,edge_4,cloud_0,0
182,0,0,latency,11.6609,81.75066,38.3607,1,edge_0,cloud_0,0
182,1,1,reliability,14.0438,112.66208,60.4526,2,edge_2,cloud_0,0
182,2,2,cost,19.3758,121.049,74.9891,3,edge_4,cloud_0,0
183,0,0,latency,11.9334,84.19377,40.4839,1,edge_0,cloud_0,0
183,1,1,reliability,15.6439,103.77613,59.2282,2,edge_2,cloud_0,0
183,2,2,cost,18.8038,123.86582,75.0393,3,edge_4,cloud_0,0
184,0,0,latency,10.4548,92.00363,39.4014,1,edge_0,cloud_0,0
184,1,1,reliability,13.8906,109.4896,56.4108,2,edge_2,cloud_0,0
184,2,2,cost,19.6608,129.69067,75.6804,3,edge_4,cloud_0,0
185,0,0,latency,12.7464,79.10037,37.4567,1,edge_0,cloud_0,0
185,1,1,reliability,14.3493,103.33433,57.5191,2,edge_2,cloud_0,0
185,2,2,cost,19.0673,122.56991,74.158,3,edge_4,cloud_0,0
186,0,0,latency,12.7291,83.05178,37.2775,1,edge_0,cloud_0,0
186,1,1,reliability,15.9037,103.37869,56.0227,2,edge_2,cloud_0,0
186,2,2,cost,19.7823,128.10198,74.0062,3,edge_4,cloud_0,0
187,0,0,latency,11.5252,83.6134,37.5283,1,edge_0,cloud_0,0
187,1,1,reliability,15.875,104.62388,57.4597,2,edge_2,cloud_0,0
187,2,2,cost,21.3367,122.737,73.8031,3,edge_4,cloud_0,0
188,0,0,latency,12.2649,79.33152,33.8051,1,edge_0,cloud_0,0
188,1,1,reliability,15.7496,106.8192,57.4739,2,edge_2,cloud_0,0
188,2,2,cost,19.9213,125.32851,76.7634,3,edge_4,cloud_0,0
189,0,0,latency,12.6894,85.81392,40.5769,1,edge_0,cloud_0,0
189,1,1,reliability,16.9918,107.82044,58.0745,2,edge_2,cloud_0,0
189,2,2,cost,20.9926,128.49308,74.0076,3,edge_4,cloud_0,0
190,0,0,latency,14.5779,77.20173,33.3608,1,edge_0,cloud_0,0
190,1,1,reliability,15.8454,103.62494,56.9137,2,edge_2,cloud_0,0
190,2,2,cost,21.702,128.40037,75.3802,3,edge_4,cloud_0,0
191,0,0,latency,13.9764,80.16095,37.2315,1,edge_0,cloud_0,0
191,1,1,reliability,18.784,109.28393,60.0604,2,edge_2,cloud_0,0
191,2,2,cost,22.4868,126.39472,75.9253,3,edge_4,cloud_0,0
192,0,0,latency,14.2181,77.70971,36.877,1,edge_0,cloud_0,0
192,1,1,reliability,19.0583,103.59147,58.2212,2,edge_2,cloud_0,0
192,2,2,cost,23.0011,124.91239,76.9459,3,edge_4,cloud_0,0
193,0,0,latency,12.4413,82.66112,35.1646,1,edge_0,cloud_0,0
193,1,1,reliability,18.0816,106.61654,57.2735,2,edge_2,cloud_0,0
193,2,2,cost,23.4568,125.05514,70.9853,3,edge_4,cloud_0,0
194,0,0,latency,14.009,83.85626,36.2783,1,edge_0,cloud_0,0
194,1,1,reliability,21.5193,112.09601,61.6035,2,edge_2,cloud_0,0
194,2,2,cost,23.9802,120.36679,73.2728,3,edge_4,cloud_0,0
195,0,0,latency,14.2593,79.49744,34.1837,1,edge_0,cloud_0,0
195,1,1,reliability,19.964,103.73027,56.0043,2,edge_2,cloud_0,0
195,2,2,cost,24.8685,122.56159,70.7996,3,edge_4,cloud_0,0
196,0,0,latency,14.9304,84.86272,38.2973,1,edge_0,cloud_0,0
196,1,1,reliability,20.828,110.58557,58.8349,2,edge_2,cloud_0,0
196,2,2,cost,24.4736,134.54888,75.7094,3,edge_4,cloud_0,0
197,0,0,latency,15.2348,87.61513,39.2657,1,edge_0,cloud_0,0
197,1,1,reliability,20.9691,108.08408,55.2472,2,edge_2,cloud_0,0
197,2,2,cost,25.8274,128.59054,74.7307,3,edge_4,cloud_0,0
198,0,0,latency,16.6683,80.94328,37.718,1,edge_0,cloud_0,0
198,1,1,reliability,22.6033,114.69571,60.015,2,edge_2,cloud_0,0
198,2,2,cost,26.3726,132.48214,75.5002,3,edge_4,cloud_0,0
199,0,0,latency,17.9906,85.64104,41.921,1,edge_0,cloud_0,0
199,1,1,reliability,20.7465,107.11233,56.1469,2,edge_2,cloud_0,0
199,2,2,cost,28.2023,127.42579,71.8834,3,edge_4,cloud_0,0
