time,src,dst,delay_ms,bandwidth,loss,jitter_ms,queue_delay_ms,bandwidth_util
39,access_1,edge_4,12.33825,45.34931,0.00565,0.96794,1.87459,0.54262
39,edge_0,cloud_0,53.86873,62.27364,0.004361,4.95402,8.96176,0.59415
39,edge_1,cloud_0,54.62071,62.16934,0.001563,4.76596,9.12856,0.59688
39,edge_2,cloud_0,53.50194,61.76924,0.002182,4.96683,9.09829,0.60734
39,edge_3,cloud_0,48.35123,65.6422,0.003994,3.96486,6.85157,0.50609
39,edge_4,cloud_0,51.8095,62.50771,0.004404,4.7434,8.53041,0.58803
39,edge_0,edge_1,14.37213,45.36353,0.002825,1.11898,2.18148,0.54209
39,edge_1,edge_2,10.98936,46.76071,0.002552,0.89706,1.5088,0.49034
39,edge_2,edge_3,13.14988,43.54337,0.002483,0.65783,2.24418,0.6095
39,edge_3,edge_4,14.82029,44.4248,0.006722,1.46916,2.39378,0.57686
39,edge_4,edge_0,16.26429,43.92142,0.00146,1.3016,2.71192,0.5955
40,access_0,edge_0,15.24645,44.20547,0.008365,1.47912,2.49729,0.58498
40,access_0,edge_1,11.94908,44.69324,0.004487,0.74821,1.89676,0.56692
40,access_0,edge_2,14.9735,45.4582,0.004603,1.35297,2.25806,0.53859
40,access_0,edge_3,12.79013,45.40887,0.002182,0.79994,1.93534,0.54041
40,access_0,edge_4,13.00689,44.0204,0.005821,1.09976,2.15543,0.59184
40,access_1,edge_0,13.22784,44.98432,0.003645,0.66387,2.05981,0.55614
40,access_1,edge_1,15.06005,43.75421,0.004032,1.51716,2.53724,0.6017
40,access_1,edge_2,13.0047,44.59815,0.003691,1.03986,2.07715,0.57044
40,access_1,edge_3,12.24334,47.10965,0.004639,0.77017,1.63666,0.47742
40,access_1,edge_4,13.60114,44.94214,0.008011,1.36749,2.12389,0.5577
40,edge_0,cloud_0,53.83102,62.97569,0.003496,4.4853,8.67884,0.5758
40,edge_1,cloud_0,50.22411,63.41843,0.002946,4.11146,7.93454,0.56422
40,edge_2,cloud_0,48.71216,64.73662,0.005197,4.03345,7.22563,0.52976
40,edge_3,cloud_0,51.42707,63.61415,0.00606,4.15008,8.05091,0.55911
40,edge_4,cloud_0,49.70147,64.55689,0.006667,3.95084,7.43777,0.53446
40,edge_0,edge_1,13.31196,44.40936,0.003864,0.94747,2.15229,0.57743
40,edge_1,edge_2,12.7437,45.06169,0.001847,1.31833,1.9742,0.55327
40,edge_2,edge_3,14.03798,43.91239,0.005633,1.0706,2.34202,0.59584
40,edge_3,edge_4,13.87294,43.96953,0.003759,1.1965,2.30626,0.59372
40,edge_4,edge_0,12.93451,42.74591,0.005113,1.45381,2.31439,0.63904
41,access_0,edge_0,13.29543,43.61295,0.004995,1.06103,2.25942,0.60693
41,access_0,edge_1,13.76007,43.22955,0.002717,1.10964,2.39309,0.62113
41,access_0,edge_2,13.30301,44.0703,0.004702,1.10036,2.19761,0.58999
41,access_0,edge_3,13.97036,44.71272,0.005922,1.06968,2.21479,0.5662
41,access_0,edge_4,12.79551,46.54886,0.002837,0.63016,1.78489,0.49819
41,access_1,edge_0,14.45234,45.02732,0.005279,1.2666,2.24405,0.55454
41,access_1,edge_1,13.41799,45.60929,0.000596,1.36599,2.00246,0.53299
41,access_1,edge_2,11.76945,45.40768,0.003997,1.18795,1.78105,0.54046
41,access_1,edge_3,15.41001,44.74135,0.000658,1.35211,2.43845,0.56514
41,access_1,edge_4,12.9829,44.97173,0.00134,1.09753,2.02337,0.5566
41,edge_0,cloud_0,50.45011,64.33065,0.006429,4.07691,7.63336,0.54038
41,edge_1,cloud_0,51.9336,62.61335,0.007011,4.24693,8.51068,0.58527
41,edge_2,cloud_0,49.93141,64.78764,0.003789,4.0203,7.38784,0.52843
41,edge_3,cloud_0,53.19855,62.6829,0.001262,4.60164,8.69089,0.58345
41,edge_4,cloud_0,49.83432,64.13153,0.005169,4.38239,7.61282,0.54558
41,edge_0,edge_1,14.66358,43.24344,0.004188,1.51358,2.54812,0.62061
41,edge_1,edge_2,15.41514,45.39213,0.002391,1.08924,2.33522,0.54103
41,edge_2,edge_3,13.77965,44.56403,0.005187,0.98004,2.2058,0.5717
41,edge_3,edge_4,13.11172,45.32597,0.004919,0.89799,1.99528,0.54348
41,edge_4,edge_0,14.5622,44.54481,0.002509,1.25643,2.33397,0.57241
42,access_0,edge_0,14.20947,44.72293,0.005026,1.16219,2.25119,0.56582
42,access_0,edge_1,14.44907,44.53953,0.005847,1.20506,2.31663,0.57261
42,access_0,edge_2,14.07256,45.23285,0.003761,1.30169,2.15508,0.54693
42,access_0,edge_3,9.98722,45.81556,0.00328,0.35919,1.4691,0.52535
42,access_0,edge_4,14.89591,43.87516,0.002674,1.29276,2.4909,0.59722
42,access_1,edge_0,13.33926,46.22492,0.005829,1.25793,1.90555,0.51019
42,access_1,edge_1,13.28624,44.19366,0.002399,1.23853,2.17785,0.58542
42,access_1,edge_2,11.18743,44.09317,0.003193,0.7585,1.84548,0.58914
42,access_1,edge_3,13.28936,44.6078,0.006177,1.25923,2.12128,0.57008
42,access_1,edge_4,14.61617,43.40096,0.002914,1.34907,2.516,0.61478
42,edge_0,cloud_0,51.18145,62.64953,0.00119,4.66104,8.37386,0.58433
42,edge_1,cloud_0,48.81294,65.38329,0.0,3.94538,7.00951,0.51286
42,edge_2,cloud_0,49.52577,64.56921,0.005658,4.16624,7.40701,0.53414
42,edge_3,cloud_0,51.52412,62.25304,0.008072,4.24756,8.57947,0.59469
42,edge_4,cloud_0,50.72816,64.44493,0.001649,3.47898,7.63299,0.53739
42,edge_0,edge_1,12.18144,46.51616,0.005324,1.16676,1.70336,0.4994
42,edge_1,edge_2,14.98241,44.68606,0.003749,1.27163,2.37937,0.56718
42,edge_2,edge_3,14.41329,44.11381,0.007104,1.49428,2.37453,0.58838
42,edge_3,edge_4,14.5557,44.5089,0.006238,1.10734,2.33835,0.57374
42,edge_4,edge_0,13.35211,44.68344,0.002188,1.19058,2.12083,0.56728
43,access_0,edge_0,13.86996,46.14271,0.004346,0.8133,1.99318,0.51323
43,access_0,edge_1,11.86167,44.89479,0.002343,0.94139,1.85809,0.55945
43,access_0,edge_2,14.7171,44.7282,0.005094,1.34114,2.33081,0.56562
43,access_0,edge_3,13.83562,45.15304,0.00698,0.99686,2.13025,0.54989
43,access_0,edge_4,13.63249,42.8265,0.005297,0.97857,2.42789,0.63606
43,access_1,edge_0,15.49439,44.87986,0.00306,1.4933,2.42954,0.56001
43,access_1,edge_1,15.54461,44.7243,0.005904,1.12006,2.46249,0.56577
43,access_1,edge_2,15.2726,44.91306,0.004241,1.16257,2.38951,0.55878
43,access_1,edge_3,13.09257,44.26987,0.002932,1.08979,2.13575,0.5826
43,access_1,edge_4,12.5848,45.49012,0.00198,0.69829,1.89367,0.5374
43,edge_0,cloud_0,49.58966,63.36219,0.002764,4.07437,7.85472,0.56569
43,edge_1,cloud_0,50.23287,63.6068,0.001345,4.48257,7.86666,0.5593
43,edge_2,cloud_0,51.39558,64.57142,0.004241,4.12255,7.68583,0.53408
43,edge_3,cloud_0,52.18199,62.77998,0.002771,4.50035,8.48773,0.58092
43,edge_4,cloud_0,50.99658,61.99087,0.003157,4.69874,8.5895,0.60155
43,edge_0,edge_1,13.30202,44.54146,0.00603,1.00607,2.13246,0.57254
43,edge_1,edge_2,12.5979,44.32153,0.003019,1.01713,2.04831,0.58068
43,edge_2,edge_3,13.16392,45.82579,0.010305,1.29015,1.93499,0.52497
43,edge_3,edge_4,14.94313,45.42069,0.005059,1.40697,2.25929,0.53997
43,edge_4,edge_0,13.80699,44.6261,0.005735,1.02725,2.20129,0.5694
44,access_0,edge_0,13.73382,45.75328,0.002874,1.11091,2.02909,0.52766
44,access_0,edge_1,11.41954,44.95212,0.00036,0.67055,1.78204,0.55733
44,access_0,edge_2,11.29183,46.36939,0.004534,0.8936,1.59615,0.50484
44,access_0,edge_3,13.00497,47.22491,0.007766,0.80152,1.72293,0.47315
44,access_0,edge_4,15.31718,43.8559,0.0,1.49578,2.56441,0.59793
44,access_1,edge_0,14.43272,43.16158,0.004956,0.97741,2.52025,0.62365
44,access_1,edge_1,13.1012,46.93313,0.004603,1.13813,1.77532,0.48396
44,access_1,edge_2,15.97068,45.62109,0.001026,1.13974,2.38146,0.53255
44,access_1,edge_3,14.00117,44.10194,0.003419,1.39114,2.30836,0.58882
44,access_1,edge_4,12.44825,43.58862,0.003873,1.07745,2.11859,0.60783
44,edge_0,cloud_0,47.49312,65.04556,9.5e-05,3.87088,6.9374,0.52168
44,edge_1,cloud_0,48.78967,64.28066,0.003847,4.12938,7.39998,0.54168
44,edge_2,cloud_0,50.5421,63.68161,0.001799,4.13005,7.88741,0.55734
44,edge_3,cloud_0,48.93645,63.42096,0.004291,3.8723,7.73021,0.56416
44,edge_4,cloud_0,48.83107,64.71342,0.004217,4.18331,7.25156,0.53037
44,edge_0,edge_1,13.83205,45.7121,0.0,0.91587,2.04951,0.52918
44,edge_1,edge_2,12.12552,44.50149,0.007351,0.92597,1.94888,0.57402
44,edge_2,edge_3,14.12071,45.65998,0.001826,1.27407,2.09991,0.53111
44,edge_3,edge_4,14.95042,43.68142,0.002289,1.09204,2.53006,0.60439
44,edge_4,edge_0,13.49087,44.69421,0.005281,1.25469,2.14136,0.56688
45,access_0,edge_0,16.4072,35.68098,0.030597,1.95874,4.13785,0.9007
45,access_0,edge_1,17.13739,35.25982,0.026842,1.68708,4.39685,0.9163
45,access_0,edge_2,14.47093,38.63927,0.028756,1.25774,3.20558,0.79114
45,access_0,edge_3,17.58186,33.58549,0.034231,2.04269,4.81617,0.97832
45,access_0,edge_4,14.47785,38.42038,0.023873,1.68104,3.23998,0.79925
45,access_1,edge_0,17.65935,37.54766,0.02406,1.31776,4.11179,0.83157
45,access_1,edge_1,15.90182,35.64892,0.03027,1.67421,4.01568,0.90189
45,access_1,edge_2,15.5701,35.6805,0.026952,1.87857,3.92681,0.90072
45,access_1,edge_3,16.49753,34.87901,0.028834,1.95392,4.29784,0.93041
45,access_1,edge_4,16.22849,36.84034,0.025357,1.55612,3.89767,0.85777
45,edge_0,cloud_0,59.47037,53.40102,0.024669,6.45568,13.75626,0.82612
45,edge_1,cloud_0,63.91516,47.38773,0.033869,7.25555,17.59786,0.98333
45,edge_2,cloud_0,64.13057,51.0897,0.029251,7.00335,15.91927,0.88654
45,edge_3,cloud_0,65.11208,49.99295,0.029374,7.40333,16.68567,0.91522
45,edge_4,cloud_0,62.39225,53.1441,0.025968,6.49355,14.54947,0.83283
45,edge_0,edge_1,19.67861,34.16005,0.02986,2.14205,5.27327,0.95704
45,edge_1,edge_2,19.83186,34.15563,0.032444,2.7561,5.31525,0.9572
45,edge_2,edge_3,14.29896,33.71968,0.031586,2.07606,3.89699,0.97335
45,edge_3,edge_4,16.2204,33.74599,0.034495,1.72523,4.41623,0.97237
45,edge_4,edge_0,16.2493,37.21831,0.028896,1.99882,3.83897,0.84377
46,access_0,edge_0,16.51289,37.63707,0.023547,1.64211,3.82954,0.82826
46,access_0,edge_1,18.73712,33.27,0.02747,2.22935,5.19393,0.99
46,access_0,edge_2,14.57431,37.23132,0.029492,1.4102,3.44128,0.84328
46,access_0,edge_3,16.12375,35.24396,0.027719,1.45204,4.13944,0.91689
46,access_0,edge_4,16.30495,38.95566,0.023578,1.51264,3.55835,0.77942
46,access_1,edge_0,15.98673,37.19812,0.026457,1.45418,3.78029,0.84451
46,access_1,edge_1,18.18827,34.30318,0.030779,2.12205,4.84691,0.95173
46,access_1,edge_2,17.55771,37.48423,0.025325,1.9118,4.09967,0.83392
46,access_1,edge_3,18.19284,34.2689,0.027593,2.05294,4.8546,0.953
46,access_1,edge_4,17.39371,36.94693,0.029094,2.05802,4.1583,0.85382
46,edge_0,cloud_0,61.46131,52.63828,0.026198,6.47731,14.55995,0.84606
46,edge_1,cloud_0,66.25972,48.47662,0.031645,7.57638,17.71524,0.95486
46,edge_2,cloud_0,60.24036,53.91546,0.023813,6.41606,13.70751,0.81267
46,edge_3,cloud_0,63.73803,48.55317,0.030864,7.3492,17.00533,0.95286
46,edge_4,cloud_0,61.85252,53.23188,0.02425,6.49193,14.38386,0.83054
46,edge_0,edge_1,16.15216,35.85554,0.030726,1.96037,4.04429,0.89424
46,edge_1,edge_2,15.8258,34.4714,0.032523,1.97447,4.18974,0.9455
46,edge_2,edge_3,17.13208,34.39766,0.029491,2.29529,4.54866,0.94823
46,edge_3,edge_4,17.55803,33.44457,0.033302,1.64005,4.8353,0.98353
46,edge_4,edge_0,17.25601,38.17577,0.024814,2.11198,3.90547,0.8083
47,access_0,edge_0,17.50299,37.03451,0.024006,1.86668,4.16852,0.85057
47,access_0,edge_1,18.91556,33.7704,0.030414,2.24544,5.14524,0.97147
47,access_0,edge_2,15.55764,37.12889,0.029232,1.52316,3.68999,0.84708
47,access_0,edge_3,16.41281,33.34728,0.035555,1.90371,4.53648,0.98714
47,access_0,edge_4,15.28582,36.42088,0.026196,1.71312,3.73775,0.8733
47,access_1,edge_0,15.43368,36.62163,0.02885,1.97793,3.74178,0.86587
47,access_1,edge_1,17.61616,33.92262,0.033149,2.11262,4.76398,0.96583
47,access_1,edge_2,15.68046,36.15951,0.030578,1.58508,3.87675,0.88298
47,access_1,edge_3,16.73469,35.71784,0.029091,2.08973,4.21405,0.89934
47,access_1,edge_4,17.76296,39.24615,0.022473,1.74503,3.82304,0.76866
47,edge_0,cloud_0,63.70274,50.09395,0.030419,7.02411,16.27741,0.91258
47,edge_1,cloud_0,65.86631,50.03822,0.032949,7.31081,16.85712,0.91403
47,edge_2,cloud_0,58.34508,52.46671,0.029171,6.22809,13.89501,0.85054
47,edge_3,cloud_0,65.37684,47.78898,0.033367,7.68886,17.80829,0.97284
47,edge_4,cloud_0,61.40348,53.22708,0.029175,6.57297,14.28159,0.83066
47,edge_0,edge_1,16.78982,36.74955,0.031431,1.75211,4.04829,0.86113
47,edge_1,edge_2,17.7586,36.42353,0.029094,1.71645,4.34192,0.8732
47,edge_2,edge_3,16.36844,34.99531,0.030529,1.9454,4.24447,0.9261
47,edge_3,edge_4,15.79691,33.27,0.031827,2.28174,4.3789,0.99
47,edge_4,edge_0,18.77065,34.32523,0.033436,1.96861,4.99781,0.95092
48,access_0,edge_0,16.88402,37.29821,0.027455,1.87359,3.97494,0.84081
48,access_0,edge_1,14.63936,35.63366,0.027808,1.37813,3.69919,0.90246
48,access_0,edge_2,14.55762,36.97288,0.023411,1.96871,3.47636,0.85286
48,access_0,edge_3,15.66676,34.39137,0.03016,2.13333,4.16064,0.94847
48,access_0,edge_4,18.03967,37.702,0.025302,2.05574,4.17147,0.82585
48,access_1,edge_0,18.64878,37.52579,0.021754,1.87973,4.34639,0.83238
48,access_1,edge_1,17.82218,34.00768,0.032656,2.21835,4.80397,0.96268
48,access_1,edge_2,18.1517,36.81666,0.025732,2.06213,4.36403,0.85864
48,access_1,edge_3,17.92425,35.90908,0.027997,2.23029,4.47805,0.89226
48,access_1,edge_4,16.27531,37.14666,0.027345,1.74294,3.85721,0.84642
48,edge_0,cloud_0,61.83857,52.29599,0.02562,6.76771,14.80427,0.85501
48,edge_1,cloud_0,65.10548,50.26408,0.02908,7.02266,16.55476,0.90813
48,edge_2,cloud_0,59.67973,54.75191,0.027649,6.20997,13.21452,0.7908
48,edge_3,cloud_0,64.34135,48.83738,0.030843,7.38232,17.03243,0.94543
48,edge_4,cloud_0,62.52755,53.97923,0.023163,6.50987,14.19877,0.811
48,edge_0,edge_1,18.00842,34.40536,0.027017,2.15324,4.7799,0.94795
48,edge_1,edge_2,17.63593,34.54052,0.031642,1.94597,4.65631,0.94294
48,edge_2,edge_3,17.8358,33.62901,0.033793,2.36023,4.87768,0.9767
48,edge_3,edge_4,18.46607,33.39194,0.031903,2.42055,5.09544,0.98548
48,edge_4,edge_0,16.59182,37.32895,0.025142,1.6529,3.90086,0.83967
49,access_0,edge_0,15.86261,36.75013,0.026188,1.9517,3.82463,0.86111
49,access_0,edge_1,17.84917,34.02902,0.031082,2.01325,4.80729,0.96189
49,access_0,edge_2,15.62163,37.93951,0.027393,1.59147,3.57385,0.81706
49,access_0,edge_3,15.30618,35.87505,0.028407,1.76642,3.82937,0.89352
49,access_0,edge_4,18.0933,37.03994,0.025173,1.84463,4.30809,0.85037
49,access_1,edge_0,16.21894,37.29133,0.025203,1.78531,3.81952,0.84106
49,access_1,edge_1,16.04903,33.34062,0.033068,2.03994,4.43704,0.98738
49,access_1,edge_2,16.30112,36.78213,0.028537,2.17241,3.92495,0.85992
49,access_1,edge_3,15.53604,35.04811,0.02897,1.63733,4.02011,0.92414
49,access_1,edge_4,15.8924,36.41108,0.026159,1.86076,3.88769,0.87366
49,edge_0,cloud_0,61.25591,53.68749,0.022003,6.55763,14.04082,0.81863
49,edge_1,cloud_0,63.49747,49.43063,0.030788,7.6852,16.53329,0.92992
49,edge_2,cloud_0,58.50949,52.70356,0.025591,6.23673,13.83272,0.84435
49,edge_3,cloud_0,62.87964,51.25489,0.0265,6.94177,15.53272,0.88223
49,edge_4,cloud_0,62.9515,50.87813,0.029477,6.95916,15.72409,0.89208
49,edge_0,edge_1,17.20712,34.42198,0.029776,1.62463,4.56425,0.94733
49,edge_1,edge_2,18.32847,34.56472,0.030086,1.97343,4.83456,0.94205
49,edge_2,edge_3,17.00834,35.47004,0.034623,2.29809,4.32666,0.90852
49,edge_3,edge_4,15.83712,35.53999,0.029431,1.8503,4.01723,0.90593
49,edge_4,edge_0,16.04214,38.053,0.025674,1.45164,3.65117,0.81285
50,access_0,edge_0,17.31438,35.91656,0.028926,2.31742,4.32434,0.89198
50,access_0,edge_1,19.98109,33.99252,0.029246,2.28378,5.38904,0.96324
50,access_0,edge_2,17.31089,37.4777,0.027326,1.99337,4.04321,0.83416
50,access_0,edge_3,16.42424,35.14181,0.026154,1.87813,4.23398,0.92067
50,access_0,edge_4,14.26505,37.74818,0.02465,1.03766,3.2918,0.82414
50,access_1,edge_0,14.71752,37.27924,0.029452,1.7478,3.46778,0.84151
50,access_1,edge_1,17.40869,34.71663,0.030765,2.24746,4.56452,0.93642
50,access_1,edge_2,15.19382,38.72201,0.02309,1.10668,3.35268,0.78807
50,access_1,edge_3,17.97336,33.70969,0.033125,2.0596,4.90026,0.97372
50,access_1,edge_4,17.36772,38.3366,0.022484,1.83933,3.90179,0.80235
50,edge_0,cloud_0,64.04554,52.47161,0.029286,6.86246,15.25029,0.85042
50,edge_1,cloud_0,65.73287,48.34514,0.028477,7.61746,17.63765,0.9583
50,edge_2,cloud_0,61.21569,51.25004,0.028582,6.62195,15.12386,0.88235
50,edge_3,cloud_0,65.01264,48.74994,0.030905,7.27015,17.25175,0.94771
50,edge_4,cloud_0,60.8943,53.34069,0.022558,6.24687,14.11252,0.82769
50,edge_0,edge_1,16.51862,35.06848,0.026539,1.47341,4.27088,0.92339
50,edge_1,edge_2,17.11627,33.27,0.030741,2.06802,4.74463,0.99
50,edge_2,edge_3,17.4298,35.10006,0.032556,1.84182,4.50075,0.92222
50,edge_3,edge_4,18.7513,34.97931,0.027907,2.04568,4.86547,0.92669
50,edge_4,edge_0,14.02994,38.53583,0.027457,1.16097,3.12294,0.79497
51,access_0,edge_0,16.05227,37.0972,0.024953,2.08705,3.81258,0.84825
51,access_0,edge_1,18.86913,35.10197,0.031268,1.99764,4.87204,0.92215
51,access_0,edge_2,16.27289,36.30169,0.029378,2.04493,3.99923,0.87772
51,access_0,edge_3,17.2809,34.59672,0.031971,2.27768,4.5525,0.94086
51,access_0,edge_4,15.63601,38.35481,0.024571,1.72534,3.50979,0.80167
51,access_1,edge_0,16.33525,37.39777,0.026542,1.20209,3.82888,0.83712
51,access_1,edge_1,17.45278,35.46201,0.028333,1.8699,4.44117,0.90881
51,access_1,edge_2,15.35888,38.00574,0.024166,1.26353,3.50318,0.8146
51,access_1,edge_3,16.79461,35.30642,0.029089,2.20843,4.30079,0.91458
51,access_1,edge_4,15.53892,37.74416,0.028513,2.07949,3.5864,0.82429
51,edge_0,cloud_0,60.87746,53.75809,0.029924,6.12196,13.92261,0.81678
51,edge_1,cloud_0,66.43059,47.51361,0.034278,7.52142,18.22923,0.98004
51,edge_2,cloud_0,62.77524,51.29949,0.026717,6.83322,15.48643,0.88106
51,edge_3,cloud_0,63.37252,50.22158,0.029267,6.99411,16.13383,0.90924
51,edge_4,cloud_0,66.16387,48.83388,0.030959,7.6818,17.51659,0.94552
51,edge_0,edge_1,18.71671,35.61115,0.032585,2.12972,4.73386,0.90329
51,edge_1,edge_2,19.52615,34.01083,0.029328,2.15751,5.26264,0.96256
51,edge_2,edge_3,17.43401,35.60273,0.02924,1.74422,4.41096,0.9036
51,edge_3,edge_4,19.5191,33.27,0.034011,2.57103,5.41069,0.99
51,edge_4,edge_0,14.84727,39.88073,0.02234,1.75876,3.0978,0.74516
52,access_0,edge_0,17.41014,37.25587,0.026633,1.95575,4.10644,0.84238
52,access_0,edge_1,19.05754,34.42268,0.030117,2.15772,5.05494,0.94731
52,access_0,edge_2,16.15686,37.1992,0.025925,1.99673,3.82033,0.84447
52,access_0,edge_3,17.73738,35.32419,0.028809,2.08142,4.53895,0.91392
52,access_0,edge_4,17.24421,38.48804,0.021451,1.69594,3.84696,0.79674
52,access_1,edge_0,15.06983,36.27305,0.027616,1.7985,3.70804,0.87878
52,access_1,edge_1,15.22813,35.58826,0.027141,1.88919,3.85513,0.90414
52,access_1,edge_2,17.90477,36.04093,0.02987,2.1061,4.4487,0.88737
52,access_1,edge_3,17.2402,34.05752,0.031927,2.35027,4.63818,0.96083
52,access_1,edge_4,13.71008,37.42715,0.024838,1.42371,3.20938,0.83603
52,edge_0,cloud_0,61.24951,52.2444,0.027902,6.32323,14.68638,0.85636
52,edge_1,cloud_0,61.84625,50.17996,0.025885,7.39923,15.7641,0.91033
52,edge_2,cloud_0,61.37152,54.15634,0.022486,6.49154,13.85669,0.80637
52,edge_3,cloud_0,64.29518,49.40021,0.028176,7.01331,16.75531,0.93071
52,edge_4,cloud_0,61.66316,53.22189,0.026119,6.11062,14.34433,0.8308
52,edge_0,edge_1,15.72057,35.94405,0.02862,1.49849,3.9218,0.89096
52,edge_1,edge_2,18.17214,33.27,0.031569,2.37401,5.03732,0.99
52,edge_2,edge_3,15.75018,34.73845,0.029728,1.96736,4.1261,0.93561
52,edge_3,edge_4,16.12385,35.44731,0.029444,2.10589,4.10546,0.90936
52,edge_4,edge_0,15.11279,36.96392,0.02542,1.82147,3.61033,0.85319
53,access_0,edge_0,15.74478,39.33313,0.022953,1.54072,3.37447,0.76544
53,access_0,edge_1,16.33556,35.91019,0.027989,2.2021,4.08095,0.89222
53,access_0,edge_2,15.42753,37.33514,0.029485,1.6556,3.62613,0.83944
53,access_0,edge_3,16.81721,33.37696,0.032695,1.77509,4.64308,0.98604
53,access_0,edge_4,16.70347,37.20069,0.028396,1.79391,3.94932,0.84442
53,access_1,edge_0,15.90191,36.61408,0.02792,1.63084,3.85654,0.86615
53,access_1,edge_1,18.56569,36.07699,0.027869,2.45754,4.60597,0.88604
53,access_1,edge_2,17.53801,34.31163,0.032398,1.93465,4.67209,0.95142
53,access_1,edge_3,15.99538,33.5893,0.031933,1.87894,4.38095,0.97817
53,access_1,edge_4,16.69298,37.4154,0.023819,1.62097,3.90967,0.83647
53,edge_0,cloud_0,62.32615,54.07195,0.022299,6.57206,14.11073,0.80858
53,edge_1,cloud_0,67.4124,47.1325,0.030118,8.07796,18.68672,0.99
53,edge_2,cloud_0,62.88087,51.01752,0.029615,6.69766,15.64228,0.88843
53,edge_3,cloud_0,65.72641,47.1325,0.031089,7.67992,18.21936,0.99
53,edge_4,cloud_0,61.03273,53.12507,0.024969,6.24749,14.24094,0.83333
53,edge_0,edge_1,18.77095,33.27,0.033283,2.35225,5.20331,0.99
53,edge_1,edge_2,17.35179,35.87298,0.029849,1.89894,4.34152,0.89359
53,edge_2,edge_3,17.24037,34.07883,0.03386,2.11762,4.63442,0.96004
53,edge_3,edge_4,16.52599,33.27,0.031635,1.72432,4.58101,0.99
53,edge_4,edge_0,16.02827,37.71731,0.023066,1.31585,3.70381,0.82528
54,access_0,edge_0,15.85596,35.40684,0.029648,2.14732,4.04391,0.91086
54,access_0,edge_1,16.02519,35.21018,0.03145,1.6227,4.11975,0.91814
54,access_0,edge_2,15.41516,35.20361,0.029613,1.73695,3.96397,0.91838
54,access_0,edge_3,17.96545,34.83442,0.031159,1.92348,4.68856,0.93206
54,access_0,edge_4,17.65601,37.85701,0.028262,1.79265,4.05437,0.82011
54,access_1,edge_0,16.89733,38.58693,0.023189,1.8695,3.75225,0.79308
54,access_1,edge_1,15.57388,35.38373,0.028996,1.51347,3.9757,0.91171
54,access_1,edge_2,16.75227,34.68089,0.029905,2.28193,4.39862,0.93774
54,access_1,edge_3,18.14041,34.87885,0.031002,2.1162,4.72586,0.93041
54,access_1,edge_4,17.86971,36.96919,0.028248,1.73812,4.26797,0.85299
54,edge_0,cloud_0,57.96561,55.33167,0.022363,5.97072,12.58897,0.77564
54,edge_1,cloud_0,65.78789,47.31379,0.031541,7.84542,18.1491,0.98526
54,edge_2,cloud_0,59.2548,54.0423,0.023972,6.34624,13.42823,0.80935
54,edge_3,cloud_0,65.13179,49.31467,0.029944,7.72295,17.01411,0.93295
54,edge_4,cloud_0,58.45801,55.21777,0.023843,6.08967,12.74465,0.77862
54,edge_0,edge_1,15.68559,34.94131,0.031324,1.40985,4.07618,0.9281
54,edge_1,edge_2,17.8791,33.8859,0.035451,2.04329,4.84189,0.96719
54,edge_2,edge_3,17.07712,34.07119,0.030136,1.95503,4.59189,0.96033
54,edge_3,edge_4,18.32767,33.70257,0.033564,2.35142,4.99821,0.97398
54,edge_4,edge_0,14.96275,38.23896,0.026373,1.38131,3.37664,0.80596
55,access_0,edge_0,13.48948,37.6935,0.024024,1.5431,3.12048,0.82617
55,access_0,edge_1,17.7155,33.27,0.030644,2.17287,4.91074,0.99
55,access_0,edge_2,16.78884,40.1945,0.02402,2.01531,3.44827,0.73354
55,access_0,edge_3,17.44296,34.0023,0.031812,2.20088,4.70272,0.96288
55,access_0,edge_4,15.61172,37.73964,0.028482,1.86075,3.60394,0.82446
55,access_1,edge_0,15.3052,36.20993,0.028357,1.81241,3.77598,0.88111
55,access_1,edge_1,17.16942,35.25147,0.027567,2.00566,4.40656,0.91661
55,access_1,edge_2,16.08591,36.829,0.028624,2.41964,3.86531,0.85819
55,access_1,edge_3,17.08872,35.00034,0.029094,2.00688,4.43035,0.92591
55,access_1,edge_4,17.02027,36.62231,0.028092,1.54508,4.12631,0.86584
55,edge_0,cloud_0,63.55167,50.67886,0.029036,7.37363,15.96671,0.89728
55,edge_1,cloud_0,65.89971,50.99386,0.028317,7.62166,16.40466,0.88905
55,edge_2,cloud_0,59.68288,54.39501,0.024661,5.93822,13.37114,0.80013
55,edge_3,cloud_0,65.28182,48.62435,0.027819,7.81726,17.3832,0.951
55,edge_4,cloud_0,59.3427,55.25561,0.019943,5.92186,12.92108,0.77763
55,edge_0,edge_1,16.86056,34.78773,0.028872,2.05667,4.40837,0.93379
55,edge_1,edge_2,17.12069,35.12435,0.029783,1.94292,4.41662,0.92132
55,edge_2,edge_3,18.68405,36.16847,0.025238,2.0061,4.61761,0.88265
55,edge_3,edge_4,17.09999,33.27,0.033829,2.1646,4.74012,0.99
55,edge_4,edge_0,16.96704,37.51882,0.023246,1.97727,3.95567,0.83264
56,access_0,edge_0,15.74796,39.45741,0.021347,1.58185,3.35486,0.76084
56,access_0,edge_1,18.43198,34.71689,0.031292,2.51291,4.83278,0.93641
56,access_0,edge_2,14.98718,37.78115,0.023499,1.27204,3.45331,0.82292
