time,node_id,node_type,cpu_util,mem_util,queue_len,available_cpu,available_mem,request_load_on_node,node_degree
43,edge_1,edge,0.31066,0.31316,0.0,0.68934,0.68684,0.53,5
43,edge_2,edge,0.36043,0.26773,0.0,0.63957,0.73227,0.61,5
43,edge_3,edge,0.38546,0.30035,0.0,0.61454,0.69965,0.69,5
43,edge_4,edge,0.32305,0.34096,0.0,0.67695,0.65904,0.77,5
43,cloud_0,cloud,0.42161,0.44445,0.0,0.57839,0.55555,0.6,5
44,access_0,access,0.28156,0.28788,0.0,0.71844,0.71212,0.36,5
44,access_1,access,0.29429,0.27766,0.0,0.70571,0.72234,0.36,5
44,edge_0,edge,0.33512,0.41092,0.0,0.66488,0.58908,0.45,5
44,edge_1,edge,0.40149,0.38667,0.0,0.59851,0.61333,0.53,5
44,edge_2,edge,0.37484,0.45832,0.0,0.62516,0.54168,0.61,5
44,edge_3,edge,0.41723,0.40625,0.0,0.58277,0.59375,0.69,5
44,edge_4,edge,0.39489,0.38713,0.0,0.60511,0.61287,0.77,5
44,cloud_0,cloud,0.41042,0.45946,0.0,0.58958,0.54054,0.6,5
45,access_0,access,0.34548,0.33007,0.0,0.65452,0.66993,0.448,5
45,access_1,access,0.33293,0.32757,0.0,0.66707,0.67243,0.448,5
45,edge_0,edge,0.58325,0.58339,9.04484,0.41675,0.41661,0.6975,5
45,edge_1,edge,0.73378,0.54869,17.14426,0.26622,0.45131,0.8215,5
45,edge_2,edge,0.59525,0.56826,11.20599,0.40475,0.43174,0.9455,5
45,edge_3,edge,0.73301,0.56937,18.05008,0.26699,0.43063,1.0695,5
45,edge_4,edge,0.58331,0.56607,10.12353,0.41669,0.43393,1.1935,5
45,cloud_0,cloud,0.45217,0.48365,0.0,0.54783,0.51635,0.71,5
46,access_0,access,0.35827,0.3386,0.0,0.64173,0.6614,0.448,5
46,access_1,access,0.33243,0.31933,0.0,0.66757,0.68067,0.448,5
46,edge_0,edge,0.6356,0.58139,14.17098,0.3644,0.41861,0.6975,5
46,edge_1,edge,0.72771,0.63167,20.12647,0.27229,0.36833,0.8215,5
46,edge_2,edge,0.66291,0.62112,13.1454,0.33709,0.37888,0.9455,5
46,edge_3,edge,0.79684,0.63821,23.69246,0.20316,0.36179,1.0695,5
46,edge_4,edge,0.64152,0.62027,12.61386,0.35848,0.37973,1.1935,5
46,cloud_0,cloud,0.47149,0.44689,0.0,0.52851,0.55311,0.71,5
47,access_0,access,0.34646,0.32384,0.0,0.65354,0.67616,0.448,5
47,access_1,access,0.31814,0.34448,0.0,0.68186,0.65552,0.448,5
47,edge_0,edge,0.67619,0.58772,16.40814,0.32381,0.41228,0.6975,5
47,edge_1,edge,0.77288,0.5878,22.8473,0.22712,0.4122,0.8215,5
47,edge_2,edge,0.64082,0.59098,12.60382,0.35918,0.40902,0.9455,5
47,edge_3,edge,0.70731,0.63784,17.30168,0.29269,0.36216,1.0695,5
47,edge_4,edge,0.64794,0.60709,10.36608,0.35206,0.39291,1.1935,5
47,cloud_0,cloud,0.46584,0.48591,0.0,0.53416,0.51409,0.71,5
48,access_0,access,0.34774,0.33482,0.0,0.65226,0.66518,0.448,5
48,access_1,access,0.31622,0.31113,0.0,0.68378,0.68887,0.448,5
48,edge_0,edge,0.60722,0.59356,12.42222,0.39278,0.40644,0.6975,5
48,edge_1,edge,0.74778,0.63465,21.79001,0.25222,0.36535,0.8215,5
48,edge_2,edge,0.63545,0.54861,12.35396,0.36455,0.45139,0.9455,5
48,edge_3,edge,0.73212,0.58297,19.66513,0.26788,0.41703,1.0695,5
48,edge_4,edge,0.65434,0.58707,11.27616,0.34566,0.41293,1.1935,5
48,cloud_0,cloud,0.46056,0.47168,0.0,0.53944,0.52832,0.71,5
49,access_0,access,0.31608,0.3382,0.0,0.68392,0.6618,0.448,5
49,access_1,access,0.33118,0.32053,0.0,0.66882,0.67947,0.448,5
49,edge_0,edge,0.66335,0.62943,16.19991,0.33665,0.37057,0.6975,5
49,edge_1,edge,0.86165,0.64392,27.4876,0.13835,0.35608,0.8215,5
49,edge_2,edge,0.68081,0.64821,16.15289,0.31919,0.35179,0.9455,5
49,edge_3,edge,0.81188,0.6203,22.68544,0.18812,0.3797,1.0695,5
49,edge_4,edge,0.69029,0.67367,17.45641,0.30971,0.32633,1.1935,5
49,cloud_0,cloud,0.45099,0.47532,0.0,0.54901,0.52468,0.71,5
50,access_0,access,0.33748,0.32905,0.0,0.66252,0.67095,0.448,5
50,access_1,access,0.3438,0.32441,0.0,0.6562,0.67559,0.448,5
50,edge_0,edge,0.6948,0.65941,15.65521,0.3052,0.34059,0.6975,5
50,edge_1,edge,0.76388,0.67988,21.86804,0.23612,0.32012,0.8215,5
50,edge_2,edge,0.68791,0.66084,15.37422,0.31209,0.33916,0.9455,5
50,edge_3,edge,0.78356,0.66047,21.59437,0.21644,0.33953,1.0695,5
50,edge_4,edge,0.71527,0.66842,17.01432,0.28473,0.33158,1.1935,5
50,cloud_0,cloud,0.46476,0.49714,0.0,0.53524,0.50286,0.71,5
51,access_0,access,0.31124,0.31982,0.0,0.68876,0.68018,0.448,5
51,access_1,access,0.31462,0.31762,0.0,0.68538,0.68238,0.448,5
51,edge_0,edge,0.6978,0.69013,18.02592,0.3022,0.30987,0.6975,5
51,edge_1,edge,0.84053,0.66353,24.71439,0.15947,0.33647,0.8215,5
51,edge_2,edge,0.68719,0.64687,15.06587,0.31281,0.35313,0.9455,5
51,edge_3,edge,0.81913,0.67862,25.12451,0.18087,0.32138,1.0695,5
51,edge_4,edge,0.72479,0.69307,17.05256,0.27521,0.30693,1.1935,5
51,cloud_0,cloud,0.47068,0.47924,0.0,0.52932,0.52076,0.71,5
52,access_0,access,0.31318,0.31235,0.0,0.68682,0.68765,0.448,5
52,access_1,access,0.34526,0.31984,0.0,0.65474,0.68016,0.448,5
52,edge_0,edge,0.7891,0.67684,24.07168,0.2109,0.32316,0.6975,5
52,edge_1,edge,0.85328,0.69493,27.70629,0.14672,0.30507,0.8215,5
52,edge_2,edge,0.78829,0.66362,24.90307,0.21171,0.33638,0.9455,5
52,edge_3,edge,0.86924,0.68633,28.3898,0.13076,0.31367,1.0695,5
52,edge_4,edge,0.72372,0.68432,17.7444,0.27628,0.31568,1.1935,5
52,cloud_0,cloud,0.45709,0.48241,0.0,0.54291,0.51759,0.71,5
53,access_0,access,0.34595,0.33063,0.0,0.65405,0.66937,0.448,5
53,access_1,access,0.33943,0.3208,0.0,0.66057,0.6792,0.448,5
53,edge_0,edge,0.7688,0.68504,21.22752,0.2312,0.31496,0.6975,5
53,edge_1,edge,0.84532,0.69824,25.64708,0.15468,0.30176,0.8215,5
53,edge_2,edge,0.70966,0.6982,18.77509,0.29034,0.3018,0.9455,5
53,edge_3,edge,0.86776,0.70286,28.77737,0.13224,0.29714,1.0695,5
53,edge_4,edge,0.75733,0.70561,20.49475,0.24267,0.29439,1.1935,5
53,cloud_0,cloud,0.44005,0.50533,0.0,0.55995,0.49467,0.71,5
54,access_0,access,0.32156,0.32928,0.0,0.67844,0.67072,0.448,5
54,access_1,access,0.33086,0.31713,0.0,0.66914,0.68287,0.448,5
54,edge_0,edge,0.79644,0.72885,25.43635,0.20356,0.27115,0.6975,5
54,edge_1,edge,0.85278,0.75459,28.81763,0.14722,0.24541,0.8215,5
54,edge_2,edge,0.76697,0.73104,22.84841,0.23303,0.26896,0.9455,5
54,edge_3,edge,0.87838,0.76528,29.38078,0.12162,0.23472,1.0695,5
54,edge_4,edge,0.84316,0.77761,25.73769,0.15684,0.22239,1.1935,5
54,cloud_0,cloud,0.47006,0.4702,0.0,0.52994,0.5298,0.71,5
55,access_0,access,0.34171,0.30583,0.0,0.65829,0.69417,0.448,5
55,access_1,access,0.33902,0.34874,0.0,0.66098,0.65126,0.448,5
55,edge_0,edge,0.75436,0.66086,20.24227,0.24564,0.33914,0.6975,5
55,edge_1,edge,0.87043,0.69499,27.34221,0.12957,0.30501,0.8215,5
55,edge_2,edge,0.73579,0.66555,19.29673,0.26421,0.33445,0.9455,5
55,edge_3,edge,0.88567,0.69251,27.58482,0.11433,0.30749,1.0695,5
55,edge_4,edge,0.7675,0.67853,22.91465,0.2325,0.32147,1.1935,5
55,cloud_0,cloud,0.49937,0.48494,0.0,0.50063,0.51506,0.71,5
56,access_0,access,0.32131,0.33526,0.0,0.67869,0.66474,0.448,5
56,access_1,access,0.33551,0.33036,0.0,0.66449,0.66964,0.448,5
56,edge_0,edge,0.77059,0.69831,22.81984,0.22941,0.30169,0.6975,5
56,edge_1,edge,0.80388,0.6791,23.44615,0.19612,0.3209,0.8215,5
56,edge_2,edge,0.74186,0.70523,21.29517,0.25814,0.29477,0.9455,5
56,edge_3,edge,0.86266,0.67967,26.64453,0.13734,0.32033,1.0695,5
56,edge_4,edge,0.75299,0.67356,21.70611,0.24701,0.32644,1.1935,5
56,cloud_0,cloud,0.47756,0.48227,0.0,0.52244,0.51773,0.71,5
57,access_0,access,0.33338,0.32303,0.0,0.66662,0.67697,0.448,5
57,access_1,access,0.33878,0.33518,0.0,0.66122,0.66482,0.448,5
57,edge_0,edge,0.7645,0.71324,20.34997,0.2355,0.28676,0.6975,5
57,edge_1,edge,0.8886,0.74618,30.38435,0.1114,0.25382,0.8215,5
57,edge_2,edge,0.78727,0.70668,22.14357,0.21273,0.29332,0.9455,5
57,edge_3,edge,0.89488,0.76047,30.29267,0.10512,0.23953,1.0695,5
57,edge_4,edge,0.79741,0.68802,25.47843,0.20259,0.31198,1.1935,5
57,cloud_0,cloud,0.46753,0.47479,0.0,0.53247,0.52521,0.71,5
58,access_0,access,0.33322,0.31593,0.0,0.66678,0.68407,0.448,5
58,access_1,access,0.33501,0.3212,0.0,0.66499,0.6788,0.448,5
58,edge_0,edge,0.80136,0.75263,24.82025,0.19864,0.24737,0.6975,5
58,edge_1,edge,0.88192,0.78009,29.09479,0.11808,0.21991,0.8215,5
58,edge_2,edge,0.77253,0.75891,21.79261,0.22747,0.24109,0.9455,5
58,edge_3,edge,0.87646,0.75515,29.93597,0.12354,0.24485,1.0695,5
58,edge_4,edge,0.82779,0.78048,26.33067,0.17221,0.21952,1.1935,5
58,cloud_0,cloud,0.49896,0.49866,0.0,0.50104,0.50134,0.71,5
59,access_0,access,0.32715,0.31618,0.0,0.67285,0.68382,0.448,5
59,access_1,access,0.35558,0.3245,0.0,0.64442,0.6755,0.448,5
59,edge_0,edge,0.76337,0.7153,21.06423,0.23663,0.2847,0.6975,5
59,edge_1,edge,0.90465,0.7387,32.20957,0.09535,0.2613,0.8215,5
59,edge_2,edge,0.76009,0.71668,21.28726,0.23991,0.28332,0.9455,5
59,edge_3,edge,0.85677,0.73357,25.87143,0.14323,0.26643,1.0695,5
59,edge_4,edge,0.81244,0.73318,24.65157,0.18756,0.26682,1.1935,5
59,cloud_0,cloud,0.50321,0.49318,0.0,0.49679,0.50682,0.71,5
60,access_0,access,0.33074,0.31041,0.0,0.66926,0.68959,0.448,5
60,access_1,access,0.34211,0.34249,0.0,0.65789,0.65751,0.448,5
60,edge_0,edge,0.76014,0.69771,21.84103,0.23986,0.30229,0.6975,5
60,edge_1,edge,0.8905,0.71097,30.96088,0.1095,0.28903,0.8215,5
60,edge_2,edge,0.79516,0.7319,23.10884,0.20484,0.2681,0.9455,5
60,edge_3,edge,0.8758,0.69995,29.27009,0.1242,0.30005,1.0695,5
60,edge_4,edge,0.76607,0.70541,21.56456,0.23393,0.29459,1.1935,5
60,cloud_0,cloud,0.50537,0.47981,0.0,0.49463,0.52019,0.71,5
61,access_0,access,0.34828,0.3089,0.0,0.65172,0.6911,0.448,5
61,access_1,access,0.33524,0.31288,0.0,0.66476,0.68712,0.448,5
61,edge_0,edge,0.76321,0.6991,21.67685,0.23679,0.3009,0.6975,5
61,edge_1,edge,0.85887,0.72662,29.68274,0.14113,0.27338,0.8215,5
61,edge_2,edge,0.77854,0.71193,22.98713,0.22146,0.28807,0.9455,5
61,edge_3,edge,0.93265,0.73457,31.65448,0.06735,0.26543,1.0695,5
61,edge_4,edge,0.7931,0.73593,24.37252,0.2069,0.26407,1.1935,5
61,cloud_0,cloud,0.45447,0.49183,0.0,0.54553,0.50817,0.71,5
62,access_0,access,0.35185,0.32568,0.0,0.64815,0.67432,0.448,5
62,access_1,access,0.32877,0.32899,0.0,0.67123,0.67101,0.448,5
62,edge_0,edge,0.78255,0.77529,23.87889,0.21745,0.22471,0.6975,5
62,edge_1,edge,0.86896,0.73633,27.76636,0.13104,0.26367,0.8215,5
62,edge_2,edge,0.75719,0.77099,18.93946,0.24281,0.22901,0.9455,5
62,edge_3,edge,0.90258,0.74383,29.58811,0.09742,0.25617,1.0695,5
62,edge_4,edge,0.80329,0.75365,24.12621,0.19671,0.24635,1.1935,5
62,cloud_0,cloud,0.45471,0.46369,0.0,0.54529,0.53631,0.71,5
63,access_0,access,0.34512,0.32385,0.0,0.65488,0.67615,0.448,5
63,access_1,access,0.32777,0.33932,0.0,0.67223,0.66068,0.448,5
63,edge_0,edge,0.83965,0.74642,25.88641,0.16035,0.25358,0.6975,5
63,edge_1,edge,0.96494,0.79038,35.98652,0.03506,0.20962,0.8215,5
63,edge_2,edge,0.8268,0.76265,23.6587,0.1732,0.23735,0.9455,5
63,edge_3,edge,0.93293,0.74829,32.55439,0.06707,0.25171,1.0695,5
63,edge_4,edge,0.80235,0.78707,24.65831,0.19765,0.21293,1.1935,5
63,cloud_0,cloud,0.49334,0.50253,0.0,0.50666,0.49747,0.71,5
64,access_0,access,0.33858,0.33335,0.0,0.66142,0.66665,0.448,5
64,access_1,access,0.3267,0.31957,0.0,0.6733,0.68043,0.448,5
64,edge_0,edge,0.82416,0.7728,23.85087,0.17584,0.2272,0.6975,5
64,edge_1,edge,0.94486,0.82058,34.4977,0.05514,0.17942,0.8215,5
64,edge_2,edge,0.85078,0.7724,26.84026,0.14922,0.2276,0.9455,5
64,edge_3,edge,0.95009,0.76859,32.4434,0.04991,0.23141,1.0695,5
64,edge_4,edge,0.86393,0.78077,27.70885,0.13607,0.21923,1.1935,5
64,cloud_0,cloud,0.48903,0.49088,0.0,0.51097,0.50912,0.71,5
65,access_0,access,0.33212,0.32153,0.0,0.66788,0.67847,0.448,5
65,access_1,access,0.32523,0.30771,0.0,0.67477,0.69229,0.448,5
65,edge_0,edge,0.83495,0.73012,25.2338,0.16505,0.26988,0.6975,5
65,edge_1,edge,0.92166,0.74816,31.41425,0.07834,0.25184,0.8215,5
65,edge_2,edge,0.81358,0.70637,25.48085,0.18642,0.29363,0.9455,5
65,edge_3,edge,0.94539,0.72184,33.73881,0.05461,0.27816,1.0695,5
65,edge_4,edge,0.87934,0.70374,28.33967,0.12066,0.29626,1.1935,5
65,cloud_0,cloud,0.48041,0.46366,0.0,0.51959,0.53634,0.71,5
66,access_0,access,0.34225,0.32477,0.0,0.65775,0.67523,0.448,5
66,access_1,access,0.34733,0.32131,0.0,0.65267,0.67869,0.448,5
66,edge_0,edge,0.82167,0.78783,24.73082,0.17833,0.21217,0.6975,5
66,edge_1,edge,0.87375,0.77408,29.14451,0.12625,0.22592,0.8215,5
66,edge_2,edge,0.78334,0.77235,23.53622,0.21666,0.22765,0.9455,5
66,edge_3,edge,0.92933,0.78644,30.59487,0.07067,0.21356,1.0695,5
66,edge_4,edge,0.85656,0.78817,27.6494,0.14344,0.21183,1.1935,5
66,cloud_0,cloud,0.48534,0.50054,0.0,0.51466,0.49946,0.71,5
67,access_0,access,0.34726,0.32844,0.0,0.65274,0.67156,0.448,5
67,access_1,access,0.31809,0.30565,0.0,0.68191,0.69435,0.448,5
67,edge_0,edge,0.77161,0.75803,19.83405,0.22839,0.24197,0.6975,5
67,edge_1,edge,0.92184,0.73534,30.20023,0.07816,0.26466,0.8215,5
67,edge_2,edge,0.78318,0.7556,23.24158,0.21682,0.2444,0.9455,5
67,edge_3,edge,0.92931,0.72441,33.08217,0.07069,0.27559,1.0695,5
67,edge_4,edge,0.77149,0.71683,20.85008,0.22851,0.28317,1.1935,5
67,cloud_0,cloud,0.47949,0.47894,0.0,0.52051,0.52106,0.71,5
68,access_0,access,0.34058,0.32006,0.0,0.65942,0.67994,0.448,5
68,access_1,access,0.33896,0.31889,0.0,0.66104,0.68111,0.448,5
68,edge_0,edge,0.82597,0.71699,26.15009,0.17403,0.28301,0.6975,5
68,edge_1,edge,0.94076,0.77269,35.02933,0.05924,0.22731,0.8215,5
68,edge_2,edge,0.81794,0.72215,25.45793,0.18206,0.27785,0.9455,5
68,edge_3,edge,0.92404,0.7511,32.36217,0.07596,0.2489,1.0695,5
68,edge_4,edge,0.80801,0.73797,24.28226,0.19199,0.26203,1.1935,5
68,cloud_0,cloud,0.49975,0.51317,0.0,0.50025,0.48683,0.71,5
69,access_0,access,0.32629,0.32963,0.0,0.67371,0.67037,0.448,5
69,access_1,access,0.33436,0.29612,0.0,0.66564,0.70388,0.448,5
69,edge_0,edge,0.76988,0.70447,20.8796,0.23012,0.29553,0.6975,5
69,edge_1,edge,0.90722,0.73486,32.2511,0.09278,0.26514,0.8215,5
69,edge_2,edge,0.81787,0.75203,26.32584,0.18213,0.24797,0.9455,5
69,edge_3,edge,0.89673,0.71274,30.10783,0.10327,0.28726,1.0695,5
69,edge_4,edge,0.76935,0.66526,23.83995,0.23065,0.33474,1.1935,5
69,cloud_0,cloud,0.48063,0.4801,0.0,0.51937,0.5199,0.71,5
70,access_0,access,0.2836,0.28355,0.0,0.7164,0.71645,0.36,5
70,access_1,access,0.2871,0.28026,0.0,0.7129,0.71974,0.36,5
70,edge_0,edge,0.595,0.56301,6.55546,0.405,0.43699,0.45,5
70,edge_1,edge,0.57543,0.59223,5.32246,0.42457,0.40777,0.53,5
70,edge_2,edge,0.59616,0.58935,6.54927,0.40384,0.41065,0.61,5
70,edge_3,edge,0.59504,0.59033,8.1897,0.40496,0.40967,0.69,5
70,edge_4,edge,0.63096,0.58532,9.13385,0.36904,0.41468,0.77,5
70,cloud_0,cloud,0.42732,0.44891,0.0,0.57268,0.55109,0.6,5
71,access_0,access,0.28289,0.27663,0.0,0.71711,0.72337,0.36,5
71,access_1,access,0.28136,0.28391,0.0,0.71864,0.71609,0.36,5
71,edge_0,edge,0.56306,0.59324,4.7396,0.43694,0.40676,0.45,5
71,edge_1,edge,0.57533,0.52954,4.44041,0.42467,0.47046,0.53,5
71,edge_2,edge,0.60273,0.62223,8.00663,0.39727,0.37777,0.61,5
71,edge_3,edge,0.58179,0.55136,3.94727,0.41821,0.44864,0.69,5
71,edge_4,edge,0.5909,0.58607,7.27489,0.4091,0.41393,0.77,5
71,cloud_0,cloud,0.43895,0.47552,0.0,0.56105,0.52448,0.6,5
72,access_0,access,0.28172,0.28912,0.0,0.71828,0.71088,0.36,5
72,access_1,access,0.29199,0.30154,0.0,0.70801,0.69846,0.36,5
72,edge_0,edge,0.56637,0.55038,5.56438,0.43363,0.44962,0.45,5
72,edge_1,edge,0.51809,0.56118,1.68046,0.48191,0.43882,0.53,5
72,edge_2,edge,0.61391,0.54723,6.32801,0.38609,0.45277,0.61,5
72,edge_3,edge,0.52455,0.49004,1.03899,0.47545,0.50996,0.69,5
72,edge_4,edge,0.53959,0.54677,4.62763,0.46041,0.45323,0.77,5
72,cloud_0,cloud,0.43604,0.46225,0.0,0.56396,0.53775,0.6,5
73,access_0,access,0.25689,0.25609,0.0,0.74311,0.74391,0.36,5
73,access_1,access,0.28721,0.26476,0.0,0.71279,0.73524,0.36,5
73,edge_0,edge,0.5542,0.5102,4.58009,0.4458,0.4898,0.45,5
73,edge_1,edge,0.54213,0.53497,1.98814,0.45787,0.46503,0.53,5
73,edge_2,edge,0.55403,0.50464,3.59357,0.44597,0.49536,0.61,5
73,edge_3,edge,0.56203,0.5179,3.23309,0.43797,0.4821,0.69,5
73,edge_4,edge,0.57481,0.52974,4.50332,0.42519,0.47026,0.77,5
73,cloud_0,cloud,0.43835,0.46627,0.0,0.56165,0.53373,0.6,5
74,access_0,access,0.28058,0.28034,0.0,0.71942,0.71966,0.36,5
74,access_1,access,0.26981,0.29254,0.0,0.73019,0.70746,0.36,5
74,edge_0,edge,0.46222,0.49875,0.0,0.53778,0.50125,0.45,5
74,edge_1,edge,0.47493,0.44957,0.0,0.52507,0.55043,0.53,5
74,edge_2,edge,0.48103,0.49797,0.0,0.51897,0.50203,0.61,5
74,edge_3,edge,0.45932,0.46424,0.0,0.54068,0.53576,0.69,5
74,edge_4,edge,0.50382,0.47766,2.06572,0.49618,0.52234,0.77,5
74,cloud_0,cloud,0.40368,0.4633,0.0,0.59632,0.5367,0.6,5
75,access_0,access,0.29518,0.27918,0.0,0.70482,0.72082,0.36,5
75,access_1,access,0.29574,0.2935,0.0,0.70426,0.7065,0.36,5
75,edge_0,edge,0.49447,0.46589,0.0,0.50553,0.53411,0.45,5
75,edge_1,edge,0.50005,0.49134,0.94521,0.49995,0.50866,0.53,5
75,edge_2,edge,0.48989,0.44738,0.0,0.51011,0.55262,0.61,5
75,edge_3,edge,0.52913,0.48065,2.3981,0.47087,0.51935,0.69,5
75,edge_4,edge,0.498,0.47683,0.14004,0.502,0.52317,0.77,5
75,cloud_0,cloud,0.43229,0.45941,0.0,0.56771,0.54059,0.6,5
76,access_0,access,0.26328,0.28087,0.0,0.73672,0.71913,0.36,5
76,access_1,access,0.26099,0.27771,0.0,0.73901,0.72229,0.36,5
76,edge_0,edge,0.55272,0.45829,5.63089,0.44728,0.54171,0.45,5
76,edge_1,edge,0.48636,0.46192,0.0,0.51364,0.53808,0.53,5
76,edge_2,edge,0.48144,0.45677,0.0,0.51856,0.54323,0.61,5
76,edge_3,edge,0.46299,0.47313,0.0,0.53701,0.52687,0.69,5
76,edge_4,edge,0.51092,0.47834,0.31595,0.48908,0.52166,0.77,5
76,cloud_0,cloud,0.4256,0.47143,0.0,0.5744,0.52857,0.6,5
77,access_0,access,0.26529,0.28526,0.0,0.73471,0.71474,0.36,5
77,access_1,access,0.27858,0.27062,0.0,0.72142,0.72938,0.36,5
77,edge_0,edge,0.42496,0.44689,0.0,0.57504,0.55311,0.45,5
77,edge_1,edge,0.41201,0.44887,0.0,0.58799,0.55113,0.53,5
77,edge_2,edge,0.3913,0.43362,0.0,0.6087,0.56638,0.61,5
77,edge_3,edge,0.44909,0.422,0.0,0.55091,0.578,0.69,5
77,edge_4,edge,0.45482,0.44643,0.0,0.54518,0.55357,0.77,5
77,cloud_0,cloud,0.43036,0.46301,0.0,0.56964,0.53699,0.6,5
78,access_0,access,0.26739,0.28557,0.0,0.73261,0.71443,0.36,5
78,access_1,access,0.30033,0.28694,0.0,0.69967,0.71306,0.36,5
78,edge_0,edge,0.51097,0.46282,1.91787,0.48903,0.53718,0.45,5
78,edge_1,edge,0.5392,0.46669,2.76869,0.4608,0.53331,0.53,5
78,edge_2,edge,0.50001,0.47409,0.30815,0.49999,0.52591,0.61,5
78,edge_3,edge,0.5204,0.49253,0.72845,0.4796,0.50747,0.69,5
78,edge_4,edge,0.49112,0.47708,0.0,0.50888,0.52292,0.77,5
78,cloud_0,cloud,0.43449,0.45655,0.0,0.56551,0.54345,0.6,5
79,access_0,access,0.29299,0.28001,0.0,0.70701,0.71999,0.36,5
79,access_1,access,0.26983,0.26517,0.0,0.73017,0.73483,0.36,5
79,edge_0,edge,0.47328,0.50326,0.0,0.52672,0.49674,0.45,5
79,edge_1,edge,0.4988,0.5028,0.0,0.5012,0.4972,0.53,5
79,edge_2,edge,0.52033,0.43973,1.97916,0.47967,0.56027,0.61,5
79,edge_3,edge,0.52583,0.5024,1.25347,0.47417,0.4976,0.69,5
79,edge_4,edge,0.49046,0.49024,0.0,0.50954,0.50976,0.77,5
79,cloud_0,cloud,0.43024,0.46501,0.0,0.56976,0.53499,0.6,5
80,access_0,access,0.2663,0.28764,0.0,0.7337,0.71236,0.36,5
80,access_1,access,0.27791,0.28677,0.0,0.72209,0.71323,0.36,5
80,edge_0,edge,0.41217,0.39397,0.0,0.58783,0.60603,0.45,5
80,edge_1,edge,0.41005,0.35369,0.0,0.58995,0.64631,0.53,5
80,edge_2,edge,0.42488,0.35547,0.0,0.57512,0.64453,0.61,5
80,edge_3,edge,0.35946,0.34969,0.0,0.64054,0.65031,0.69,5
80,edge_4,edge,0.41124,0.39902,0.0,0.58876,0.60098,0.77,5
80,cloud_0,cloud,0.41411,0.44316,0.0,0.58589,0.55684,0.6,5
81,access_0,access,0.27147,0.28977,0.0,0.72853,0.71023,0.36,5
81,access_1,access,0.2791,0.2771,0.0,0.7209,0.7229,0.36,5
81,edge_0,edge,0.39837,0.38214,0.0,0.60163,0.61786,0.45,5
81,edge_1,edge,0.37518,0.4112,0.0,0.62482,0.5888,0.53,5
81,edge_2,edge,0.40001,0.41009,0.0,0.59999,0.58991,0.61,5
81,edge_3,edge,0.39849,0.4113,0.0,0.60151,0.5887,0.69,5
81,edge_4,edge,0.40292,0.4072,0.0,0.59708,0.5928,0.77,5
81,cloud_0,cloud,0.42963,0.45564,0.0,0.57037,0.54436,0.6,5
82,access_0,access,0.274,0.27158,0.0,0.726,0.72842,0.36,5
82,access_1,access,0.29095,0.27565,0.0,0.70905,0.72435,0.36,5
82,edge_0,edge,0.36321,0.35198,0.0,0.63679,0.64802,0.45,5
82,edge_1,edge,0.36644,0.34157,0.0,0.63356,0.65843,0.53,5
82,edge_2,edge,0.42508,0.35261,0.0,0.57492,0.64739,0.61,5
82,edge_3,edge,0.38535,0.36517,0.0,0.61465,0.63483,0.69,5
82,edge_4,edge,0.37383,0.34063,0.0,0.62617,0.65937,0.77,5
82,cloud_0,cloud,0.41841,0.44051,0.0,0.58159,0.55949,0.6,5
83,access_0,access,0.27643,0.26125,0.0,0.72357,0.73875,0.36,5
83,access_1,access,0.26052,0.28819,0.0,0.73948,0.71181,0.36,5
83,edge_0,edge,0.44819,0.41701,0.0,0.55181,0.58299,0.45,5
83,edge_1,edge,0.38365,0.40137,0.0,0.61635,0.59863,0.53,5
83,edge_2,edge,0.43504,0.43656,0.0,0.56496,0.56344,0.61,5
83,edge_3,edge,0.37726,0.40409,0.0,0.62274,0.59591,0.69,5
83,edge_4,edge,0.39106,0.41011,0.0,0.60894,0.58989,0.77,5
83,cloud_0,cloud,0.40271,0.43911,0.0,0.59729,0.56089,0.6,5
84,access_0,access,0.29519,0.28538,0.0,0.70481,0.71462,0.36,5
84,access_1,access,0.28446,0.28243,0.0,0.71554,0.71757,0.36,5
84,edge_0,edge,0.34577,0.43302,0.0,0.65423,0.56698,0.45,5
84,edge_1,edge,0.33125,0.38622,0.0,0.66875,0.61378,0.53,5
84,edge_2,edge,0.37235,0.3884,0.0,0.62765,0.6116,0.61,5
84,edge_3,edge,0.30873,0.37915,0.0,0.69127,0.62085,0.69,5
84,edge_4,edge,0.28961,0.39269,0.0,0.71039,0.60731,0.77,5
84,cloud_0,cloud,0.39561,0.44249,0.0,0.60439,0.55751,0.6,5
85,access_0,access,0.30349,0.25774,0.0,0.69651,0.74226,0.36,5
85,access_1,access,0.2625,0.27994,0.0,0.7375,0.72006,0.36,5
85,edge_0,edge,0.36938,0.37623,0.0,0.63062,0.62377,0.45,5
85,edge_1,edge,0.40976,0.35007,0.0,0.59024,0.64993,0.53,5
85,edge_2,edge,0.38399,0.33322,0.0,0.61601,0.66678,0.61,5
85,edge_3,edge,0.36647,0.35394,0.0,0.63353,0.64606,0.69,5
85,edge_4,edge,0.41718,0.38415,0.0,0.58282,0.61585,0.77,5
85,cloud_0,cloud,0.42253,0.43116,0.0,0.57747,0.56884,0.6,5
86,access_0,access,0.2673,0.26679,0.0,0.7327,0.73321,0.36,5
86,access_1,access,0.26795,0.28043,0.0,0.73205,0.71957,0.36,5
86,edge_0,edge,0.34196,0.40171,0.0,0.65804,0.59829,0.45,5
