time,scenario,event_id,severity,affected_node,affected_link,affected_node_position,affected_link_position,node_id,node_type,cpu_util,mem_util,queue_len,available_cpu,available_mem,request_load_on_node,node_degree
28,normal,-1,0.0,,,-1,-1,access_0,access,0.22869,0.26111,0.0,0.77131,0.73889,0.31519,2
28,normal,-1,0.0,,,-1,-1,access_1,access,0.22921,0.25529,0.0,0.77079,0.74471,0.31519,2
28,link_congestion,11,0.28541,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.47102,0.46138,2.93817,0.52898,0.53862,0.82862,4
28,normal,-1,0.0,,,-1,-1,edge_1,edge,0.38114,0.4602,0.0,0.61886,0.5398,0.71646,3
28,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41214,0.46881,0.0,0.58786,0.53119,0.71646,4
28,link_congestion,17,0.39554,edge_3,access_1-edge_3,1,0,edge_3,edge,0.4383,0.50118,1.97766,0.5617,0.49882,0.84845,3
28,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.49938,0.50478,16.05722,0.50062,0.49522,0.77067,3
28,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.39885,0.45051,0.0,0.60115,0.54949,0.55398,3
29,normal,-1,0.0,,,-1,-1,access_0,access,0.21339,0.26121,0.0,0.78661,0.73879,0.3165,2
29,normal,-1,0.0,,,-1,-1,access_1,access,0.22145,0.26472,0.0,0.77855,0.73528,0.3165,2
29,link_congestion,11,0.28541,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.39938,0.47212,0.0,0.60062,0.52788,0.80422,4
29,normal,-1,0.0,,,-1,-1,edge_1,edge,0.38731,0.47636,0.0,0.61269,0.52364,0.72015,3
29,normal,-1,0.0,,,-1,-1,edge_2,edge,0.42757,0.49013,0.0,0.57243,0.50987,0.72015,4
29,link_congestion,17,0.39554,edge_3,access_1-edge_3,1,0,edge_3,edge,0.43339,0.49624,1.54961,0.56661,0.50376,0.87285,3
29,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.52096,0.53337,17.48383,0.47904,0.46663,0.76223,3
29,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40537,0.47456,0.0,0.59463,0.52544,0.55562,3
30,normal,-1,0.0,,,-1,-1,access_0,access,0.22363,0.25328,0.0,0.77637,0.74672,0.31677,2
30,normal,-1,0.0,,,-1,-1,access_1,access,0.23571,0.2431,0.0,0.76429,0.7569,0.31677,2
30,link_congestion,11,0.28541,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.40886,0.43379,0.0,0.59114,0.56621,0.78465,4
30,normal,-1,0.0,,,-1,-1,edge_1,edge,0.39395,0.46928,0.0,0.60605,0.53072,0.72091,3
30,normal,-1,0.0,,,-1,-1,edge_2,edge,0.4136,0.48595,0.0,0.5864,0.51405,0.72091,4
30,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.50817,0.52365,12.30318,0.49183,0.47635,1.00558,3
30,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.51681,0.52575,17.3448,0.48319,0.47425,0.77067,3
30,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40802,0.48356,0.0,0.59198,0.51644,0.55596,3
31,normal,-1,0.0,,,-1,-1,access_0,access,0.23622,0.25916,0.0,0.76378,0.74084,0.31597,2
31,normal,-1,0.0,,,-1,-1,access_1,access,0.22005,0.26222,0.0,0.77995,0.73778,0.31597,2
31,link_congestion,11,0.28541,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.43237,0.48516,0.55314,0.56763,0.51484,0.77378,4
31,normal,-1,0.0,,,-1,-1,edge_1,edge,0.39298,0.46821,0.0,0.60702,0.53179,0.71866,3
31,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41743,0.49206,0.0,0.58257,0.50794,0.71866,4
31,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.54327,0.53792,12.97297,0.45673,0.46208,1.12099,3
31,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.53382,0.53748,16.54218,0.46618,0.46252,0.79373,3
31,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40101,0.47527,0.0,0.59899,0.52473,0.55496,3
32,normal,-1,0.0,,,-1,-1,access_0,access,0.21725,0.25179,0.0,0.78275,0.74821,0.31416,2
32,normal,-1,0.0,,,-1,-1,access_1,access,0.22874,0.26352,0.0,0.77126,0.73648,0.31416,2
32,link_congestion,11,0.28541,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.43336,0.48781,0.0,0.56664,0.51219,0.77378,4
32,normal,-1,0.0,,,-1,-1,edge_1,edge,0.39016,0.46097,0.0,0.60984,0.53903,0.71359,3
32,normal,-1,0.0,,,-1,-1,edge_2,edge,0.38752,0.47899,0.0,0.61248,0.52101,0.71359,4
32,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.58004,0.58071,17.2988,0.41996,0.41929,1.25101,3
32,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.46233,0.53556,14.39823,0.53767,0.46444,0.82523,3
32,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38537,0.475,0.0,0.61463,0.525,0.55271,3
33,normal,-1,0.0,,,-1,-1,access_0,access,0.22633,0.2556,0.0,0.77367,0.7444,0.31149,2
33,normal,-1,0.0,,,-1,-1,access_1,access,0.23689,0.27235,0.0,0.76311,0.72765,0.31149,2
33,link_congestion,11,0.28541,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.44114,0.47157,1.35318,0.55886,0.52843,0.78465,4
33,normal,-1,0.0,,,-1,-1,edge_1,edge,0.39264,0.43982,0.0,0.60736,0.56018,0.70606,3
33,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41435,0.49479,0.0,0.58565,0.50521,0.70606,4
33,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.60466,0.59895,17.39675,0.39534,0.40105,1.35883,3
33,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.54131,0.55224,6.47997,0.45869,0.44776,1.25524,3
33,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.39581,0.48305,0.0,0.60419,0.51695,0.54936,3
34,normal,-1,0.0,,,-1,-1,access_0,access,0.21925,0.25152,0.0,0.78075,0.74848,0.30814,2
34,normal,-1,0.0,,,-1,-1,access_1,access,0.21432,0.26822,0.0,0.78568,0.73178,0.30814,2
34,link_congestion,11,0.28541,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.39493,0.4871,0.0,0.60507,0.5129,0.80422,4
34,normal,-1,0.0,,,-1,-1,edge_1,edge,0.38117,0.48107,0.0,0.61883,0.51893,0.69664,3
34,normal,-1,0.0,,,-1,-1,edge_2,edge,0.38677,0.46536,0.0,0.61323,0.53464,0.69664,4
34,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.64667,0.63118,21.98643,0.35333,0.36882,1.403,3
34,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.52692,0.50339,4.72386,0.47308,0.49661,1.10435,3
34,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38979,0.48852,0.0,0.61021,0.51148,0.54517,3
35,normal,-1,0.0,,,-1,-1,access_0,access,0.22752,0.25302,0.0,0.77248,0.74698,0.30436,2
35,normal,-1,0.0,,,-1,-1,access_1,access,0.23058,0.24063,0.0,0.76942,0.75937,0.30436,2
35,link_congestion,11,0.28541,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.43744,0.50074,1.15254,0.56256,0.49926,0.82862,4
35,normal,-1,0.0,,,-1,-1,edge_1,edge,0.38066,0.48084,0.0,0.61934,0.51916,0.68601,3
35,normal,-1,0.0,,,-1,-1,edge_2,edge,0.44009,0.49048,0.0,0.55991,0.50952,0.68601,4
35,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.63668,0.59324,20.39929,0.36332,0.40676,1.36262,3
35,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.49629,0.53498,4.88656,0.50371,0.46502,0.96799,3
35,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38054,0.48245,0.0,0.61946,0.51755,0.54045,3
36,normal,-1,0.0,,,-1,-1,access_0,access,0.22341,0.25778,0.0,0.77659,0.74222,0.30044,2
36,normal,-1,0.0,,,-1,-1,access_1,access,0.2216,0.2521,0.0,0.7784,0.7479,0.30044,2
36,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.43385,0.50469,1.29234,0.56615,0.49531,0.88332,4
36,normal,-1,0.0,,,-1,-1,edge_1,edge,0.36459,0.46149,0.0,0.63541,0.53851,0.67499,3
36,normal,-1,0.0,,,-1,-1,edge_2,edge,0.40363,0.47608,0.0,0.59637,0.52392,0.67499,4
36,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.59911,0.56634,19.30469,0.40089,0.43366,1.29244,3
36,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.46892,0.50645,3.18758,0.53108,0.49355,0.87947,3
36,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.41093,0.46528,0.0,0.58907,0.53472,0.53555,3
37,normal,-1,0.0,,,-1,-1,access_0,access,0.23404,0.25365,0.0,0.76596,0.74635,0.29666,2
37,normal,-1,0.0,,,-1,-1,access_1,access,0.21298,0.24981,0.0,0.78702,0.75019,0.29666,2
37,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.38518,0.45777,0.0,0.61482,0.54223,0.88332,4
37,normal,-1,0.0,,,-1,-1,edge_1,edge,0.35725,0.43501,0.0,0.64275,0.56499,0.66436,3
37,normal,-1,0.0,,,-1,-1,edge_2,edge,0.38251,0.44561,0.0,0.61749,0.55439,0.66436,4
37,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.64336,0.57421,22.25224,0.35664,0.42579,1.32831,3
37,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.45121,0.50224,1.49147,0.54879,0.49776,0.84078,3
37,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.39707,0.4776,0.0,0.60293,0.5224,0.53083,3
38,normal,-1,0.0,,,-1,-1,access_0,access,0.2077,0.24546,0.0,0.7923,0.75454,0.29331,2
38,normal,-1,0.0,,,-1,-1,access_1,access,0.19796,0.23894,0.0,0.80204,0.76106,0.29331,2
38,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.44021,0.4795,0.61387,0.55979,0.5205,0.87245,4
38,normal,-1,0.0,,,-1,-1,edge_1,edge,0.384,0.45994,0.0,0.616,0.54006,0.65494,3
38,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41749,0.48303,0.0,0.58251,0.51697,0.65494,4
38,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.65778,0.60497,20.44008,0.34222,0.39503,1.30709,3
38,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.43792,0.49306,0.08467,0.56208,0.50694,0.83579,3
38,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.3851,0.46931,0.0,0.6149,0.53069,0.52664,3
39,normal,-1,0.0,,,-1,-1,access_0,access,0.20836,0.24921,0.0,0.79164,0.75079,0.29064,2
39,normal,-1,0.0,,,-1,-1,access_1,access,0.20771,0.23946,0.0,0.79229,0.76054,0.29064,2
39,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.40885,0.49689,0.576,0.59115,0.50311,0.85288,4
39,normal,-1,0.0,,,-1,-1,edge_1,edge,0.34641,0.47225,0.0,0.65359,0.52775,0.64741,3
39,normal,-1,0.0,,,-1,-1,edge_2,edge,0.42489,0.47916,0.0,0.57511,0.52084,0.64741,4
39,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.53152,0.51241,16.04423,0.46848,0.48759,1.23314,3
39,node_overload,8,0.27734,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.5284,0.53836,16.96016,0.4716,0.46164,0.759,3
39,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38162,0.45978,0.0,0.61838,0.54022,0.52329,3
40,normal,-1,0.0,,,-1,-1,access_0,access,0.22568,0.2473,0.0,0.77432,0.7527,0.28883,2
40,normal,-1,0.0,,,-1,-1,access_1,access,0.21825,0.24872,0.0,0.78175,0.75128,0.28883,2
40,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.45285,0.47319,1.12836,0.54715,0.52681,0.82848,4
40,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.50034,0.52553,16.68536,0.49966,0.47447,0.82768,3
40,normal,-1,0.0,,,-1,-1,edge_2,edge,0.3761,0.47299,0.0,0.6239,0.52701,0.64234,4
40,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.60214,0.60865,18.99988,0.39786,0.39135,1.25264,3
40,node_overload,8,0.27734,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.48394,0.52446,14.00794,0.51606,0.47554,0.77117,3
40,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.35503,0.44913,0.0,0.64497,0.55087,0.52104,3
41,normal,-1,0.0,,,-1,-1,access_0,access,0.2059,0.25629,0.0,0.7941,0.74371,0.28803,2
41,normal,-1,0.0,,,-1,-1,access_1,access,0.21142,0.25304,0.0,0.78858,0.74696,0.28803,2
41,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.431,0.49213,0.40292,0.569,0.50787,0.80407,4
41,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.50472,0.5416,16.40048,0.49528,0.4584,0.85918,3
41,normal,-1,0.0,,,-1,-1,edge_2,edge,0.44139,0.47725,0.0,0.55861,0.52275,0.64009,4
41,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.59312,0.55044,18.99304,0.40688,0.44956,1.30474,3
41,node_overload,8,0.27734,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.49972,0.50785,15.18702,0.50028,0.49215,0.79309,3
41,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.36837,0.44877,0.0,0.63163,0.55123,0.52004,3
42,normal,-1,0.0,,,-1,-1,access_0,access,0.20306,0.24673,0.0,0.79694,0.75327,0.2883,2
42,normal,-1,0.0,,,-1,-1,access_1,access,0.20724,0.26409,0.0,0.79276,0.73591,0.2883,2
42,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.38085,0.46194,0.0,0.61915,0.53806,0.7845,4
42,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.51321,0.53223,16.93949,0.48679,0.46777,0.88224,3
42,link_congestion,18,0.23559,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.46437,0.5002,0.54834,0.53563,0.4998,0.81966,4
42,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.61385,0.56466,19.83905,0.38615,0.43534,1.26721,3
42,node_overload,8,0.27734,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.48092,0.48716,15.21562,0.51908,0.51284,0.82042,3
42,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38897,0.44389,0.0,0.61103,0.55611,0.52038,3
43,normal,-1,0.0,,,-1,-1,access_0,access,0.20268,0.24179,0.0,0.79732,0.75821,0.28961,2
43,normal,-1,0.0,,,-1,-1,access_1,access,0.22126,0.23984,0.0,0.77874,0.76016,0.28961,2
43,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.38378,0.47644,0.0,0.61622,0.52356,0.77364,4
43,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.53137,0.56031,20.32928,0.46863,0.43969,0.89068,3
43,link_congestion,18,0.23559,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.43381,0.48065,0.0,0.56619,0.51935,0.86837,4
43,mixed,27,0.43958,edge_3,access_1-edge_3,1,0,edge_3,edge,0.55128,0.57529,15.12181,0.44872,0.42471,1.17106,3
43,normal,-1,0.0,,,-1,-1,edge_4,edge,0.38563,0.4638,0.0,0.61437,0.5362,0.64454,3
43,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38113,0.4405,0.0,0.61887,0.5595,0.52202,3
44,normal,-1,0.0,,,-1,-1,access_0,access,0.2346,0.25748,0.0,0.7654,0.74252,0.29188,2
44,normal,-1,0.0,,,-1,-1,access_1,access,0.21364,0.22934,0.0,0.78636,0.77066,0.29188,2
44,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.42303,0.48798,0.0,0.57697,0.51202,0.77364,4
44,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.52083,0.545,20.34114,0.47917,0.455,0.88224,3
44,link_congestion,18,0.23559,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.50491,0.54408,3.54377,0.49509,0.45592,0.86837,4
44,normal,-1,0.0,,,-1,-1,edge_3,edge,0.368,0.46507,0.0,0.632,0.53493,0.6509,3
44,normal,-1,0.0,,,-1,-1,edge_4,edge,0.37527,0.45666,0.0,0.62473,0.54334,0.6509,3
44,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.36981,0.47296,0.0,0.63019,0.52704,0.52484,3
45,normal,-1,0.0,,,-1,-1,access_0,access,0.20011,0.25655,0.0,0.79989,0.74345,0.29492,2
45,normal,-1,0.0,,,-1,-1,access_1,access,0.21938,0.25791,0.0,0.78062,0.74209,0.29492,2
45,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.44299,0.48549,1.21046,0.55701,0.51451,0.7845,4
45,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.55123,0.54954,20.17247,0.44877,0.45046,0.85918,3
45,link_congestion,18,0.23559,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.48686,0.52569,3.71213,0.51314,0.47431,0.81966,4
45,normal,-1,0.0,,,-1,-1,edge_3,edge,0.33474,0.46436,0.0,0.66526,0.53564,0.65946,3
45,normal,-1,0.0,,,-1,-1,edge_4,edge,0.39541,0.46642,0.0,0.60459,0.53358,0.65946,3
45,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.3895,0.46088,0.0,0.6105,0.53912,0.52865,3
46,normal,-1,0.0,,,-1,-1,access_0,access,0.21891,0.24673,0.0,0.78109,0.75327,0.29851,2
46,normal,-1,0.0,,,-1,-1,access_1,access,0.20643,0.26178,0.0,0.79357,0.73822,0.29851,2
46,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.48471,0.50026,3.12152,0.51529,0.49974,0.80407,4
46,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.5288,0.54016,18.55491,0.4712,0.45984,0.82768,3
46,link_congestion,18,0.23559,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.48194,0.50882,2.97328,0.51806,0.49118,0.77094,4
46,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35156,0.43125,0.0,0.64844,0.56875,0.66957,3
46,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.5372,0.54102,11.5548,0.4628,0.45898,0.99814,3
46,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.37967,0.45749,0.0,0.62033,0.54251,0.53314,3
47,normal,-1,0.0,,,-1,-1,access_0,access,0.23942,0.26537,0.0,0.76058,0.73463,0.3024,2
47,normal,-1,0.0,,,-1,-1,access_1,access,0.22088,0.25086,0.0,0.77912,0.74914,0.3024,2
47,link_congestion,15,0.28459,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.44631,0.46821,1.67456,0.55369,0.53179,0.82848,4
47,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.54346,0.54328,20.50418,0.45654,0.45672,0.79618,3
47,link_congestion,18,0.23559,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.45395,0.50575,1.25093,0.54605,0.49425,0.77094,4
47,normal,-1,0.0,,,-1,-1,edge_3,edge,0.34421,0.4494,0.0,0.65579,0.5506,0.6805,3
47,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.54127,0.49405,12.29424,0.45873,0.50595,1.15238,3
47,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40797,0.47104,0.0,0.59203,0.52896,0.538,3
48,normal,-1,0.0,,,-1,-1,access_0,access,0.22233,0.25956,0.0,0.77767,0.74044,0.3024,2
48,normal,-1,0.0,,,-1,-1,access_1,access,0.21818,0.24396,0.0,0.78182,0.75604,0.3024,2
48,mixed,25,0.28113,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.49713,0.51384,8.56972,0.50287,0.48616,1.1993,4
48,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.55938,0.52311,21.7884,0.44062,0.47689,0.77312,3
48,link_congestion,18,0.23559,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.4252,0.46434,0.40507,0.5748,0.53566,0.81966,4
48,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35823,0.44282,0.0,0.64177,0.55718,0.6805,3
48,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.62033,0.54247,19.75459,0.37967,0.45753,1.31375,3
48,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38723,0.47435,0.0,0.61277,0.52565,0.538,3
49,normal,-1,0.0,,,-1,-1,access_0,access,0.22258,0.24736,0.0,0.77742,0.75264,0.30629,2
49,normal,-1,0.0,,,-1,-1,access_1,access,0.22656,0.24006,0.0,0.77344,0.75994,0.30629,2
49,mixed,25,0.28113,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.57914,0.59901,13.83488,0.42086,0.40099,1.27219,4
49,node_overload,3,0.31768,edge_1,access_0-edge_1,1,0,edge_1,edge,0.49864,0.49973,18.60927,0.50136,0.50027,0.76468,3
49,normal,-1,0.0,,,-1,-1,edge_2,edge,0.39662,0.47411,0.0,0.60338,0.52589,0.69143,4
49,normal,-1,0.0,,,-1,-1,edge_3,edge,0.377,0.47852,0.0,0.623,0.52148,0.69143,3
49,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.6189,0.57984,19.40903,0.3811,0.42016,1.39486,3
49,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.3808,0.46681,0.0,0.6192,0.53319,0.54286,3
50,normal,-1,0.0,,,-1,-1,access_0,access,0.21283,0.23626,0.0,0.78717,0.76374,0.30988,2
50,normal,-1,0.0,,,-1,-1,access_1,access,0.23355,0.26805,0.0,0.76645,0.73195,0.30988,2
50,mixed,25,0.28113,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.56361,0.55621,11.43782,0.43639,0.44379,1.14254,4
50,link_congestion,10,0.37062,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.44765,0.47172,2.34396,0.55235,0.52828,0.84396,3
50,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41533,0.46512,0.0,0.58467,0.53488,0.70154,4
50,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35635,0.45434,0.0,0.64365,0.54566,0.70154,3
50,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.65514,0.58101,19.28849,0.34486,0.41899,1.33767,3
50,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38922,0.47514,0.0,0.61078,0.52486,0.54735,3
51,normal,-1,0.0,,,-1,-1,access_0,access,0.22755,0.26572,0.0,0.77245,0.73428,0.31292,2
51,normal,-1,0.0,,,-1,-1,access_1,access,0.23645,0.26527,0.0,0.76355,0.73473,0.31292,2
51,node_overload,7,0.27438,edge_0,access_0-edge_0,1,0,edge_0,edge,0.45303,0.47477,10.21393,0.54697,0.52523,0.81989,4
51,link_congestion,10,0.37062,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.44156,0.47899,0.85858,0.55844,0.52101,0.87209,3
51,normal,-1,0.0,,,-1,-1,edge_2,edge,0.39808,0.4571,0.0,0.60192,0.5429,0.7101,4
51,normal,-1,0.0,,,-1,-1,edge_3,edge,0.38243,0.44629,0.0,0.61757,0.55371,0.7101,3
51,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.63957,0.60638,19.79601,0.36043,0.39362,1.30933,3
51,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40375,0.48519,0.0,0.59625,0.51481,0.55116,3
52,normal,-1,0.0,,,-1,-1,access_0,access,0.23323,0.25851,0.0,0.76677,0.74149,0.31519,2
52,normal,-1,0.0,,,-1,-1,access_1,access,0.22989,0.26385,0.0,0.77011,0.73615,0.31519,2
52,normal,-1,0.0,,,-1,-1,edge_0,edge,0.34242,0.46049,0.0,0.65758,0.53951,0.71646,4
52,link_congestion,10,0.37062,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.50288,0.5231,3.81221,0.49712,0.4769,0.89267,3
52,mixed,28,0.39243,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.57456,0.53588,13.91953,0.42544,0.46412,0.9971,4
52,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35808,0.44275,0.0,0.64192,0.55725,0.71646,3
52,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.65517,0.61627,20.69316,0.34483,0.38373,1.30862,3
52,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40173,0.49276,0.0,0.59827,0.50724,0.55398,3
53,normal,-1,0.0,,,-1,-1,access_0,access,0.21997,0.27416,0.0,0.78003,0.72584,0.3165,2
53,normal,-1,0.0,,,-1,-1,access_1,access,0.22222,0.2552,0.0,0.77778,0.7448,0.3165,2
53,mixed,21,0.28507,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.44364,0.52078,5.25031,0.55636,0.47922,0.97777,4
53,link_congestion,10,0.37062,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.44426,0.478,1.3645,0.55574,0.522,0.90021,3
53,mixed,28,0.39243,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.56901,0.56813,14.22591,0.43099,0.43187,1.22429,4
53,normal,-1,0.0,,,-1,-1,edge_3,edge,0.38636,0.47449,0.0,0.61364,0.52551,0.72015,3
53,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.63552,0.55071,18.18148,0.36448,0.44929,1.2163,3
53,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40728,0.48929,0.0,0.59272,0.51071,0.55562,3
54,normal,-1,0.0,,,-1,-1,access_0,access,0.22994,0.2487,0.0,0.77006,0.7513,0.31677,2
54,normal,-1,0.0,,,-1,-1,access_1,access,0.22133,0.257,0.0,0.77867,0.743,0.31677,2
54,mixed,21,0.28507,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.45135,0.50784,4.8475,0.54865,0.49216,1.08412,4
54,link_congestion,10,0.37062,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.4694,0.5251,3.14626,0.5306,0.4749,0.89267,3
54,mixed,28,0.39243,edge_2,edge_2-edge_3,2,1,edge_2,edge,0.65903,0.61584,20.12513,0.34097,0.38416,1.39023,4
54,normal,-1,0.0,,,-1,-1,edge_3,edge,0.36374,0.44714,0.0,0.63626,0.55286,0.72091,3
54,mixed,22,0.39821,edge_4,edge_4-edge_0,4,3,edge_4,edge,0.58528,0.54145,17.17259,0.41472,0.45855,1.27626,3
54,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.39962,0.47856,0.0,0.60038,0.52144,0.55596,3
